,analysis,Analysis_tokens,Attribute_name,Attribute_tokens,Cluster,cls_Cluster
5818,CE_SDS,ce _ sd ##s,CE-SDS 13 (result) [(Non-Reduced) unknown imp RRT 2.45],ce - sd ##s 13 ( result ) [ ( non - reduced ) unknown imp rr ##t 2 . 45 ],20,25
5819,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) QL,c ##ge ( non - reduced ) q ##l,20,15
5820,CE_SDS_2,ce _ sd ##s _ 2,CE-CGE (Reduced) Quantitation Limit,ce - c ##ge ( reduced ) quan ##ti ##tation limit,20,15
5821,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS 6 (Reduced) Quantitation Limit,ce - sd ##s 6 ( reduced ) quan ##ti ##tation limit,20,15
5822,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) Total LMW,c ##ge ( non - reduced ) total l ##m ##w,20,15
5823,CE_SDS_2,ce _ sd ##s _ 2,SDS-CGE (Non-Reduced) LMW Peaks,sd ##s - c ##ge ( non - reduced ) l ##m ##w peaks,20,1
5824,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) Sum of LMW >= LOQ,ce - sd ##s ( non - reduced ) sum of l ##m ##w > = lo ##q,20,3
5825,BIO_SE-HPLC,bio _ se - hp ##lc,SE- HPLC Monomer,se - hp ##lc mono ##mer,21,16
5826,BIO_SE-HPLC,bio _ se - hp ##lc,SE-UPLC Monomer,se - up ##lc mono ##mer,21,16
5827,SE_HPLC,se _ hp ##lc,SE-HPLC (GP) Monomer,se - hp ##lc ( gp ) mono ##mer,21,16
5828,SE_HPLC,se _ hp ##lc,SE-HPLC (GPC) Monomer,se - hp ##lc ( gp ##c ) mono ##mer,21,16
5829,HPLC,hp ##lc,Aniline (HPLC),an ##ili ##ne ( hp ##lc ),21,19
5830,SE_HPLC_2,se _ hp ##lc _ 2,SEC Monomer (HPLC),sec mono ##mer ( hp ##lc ),21,11
5831,SE_HPLC_3,se _ hp ##lc _ 3,SEC-HPLC Monomer,sec - hp ##lc mono ##mer,21,16
5832,SE_HPLC,se _ hp ##lc,Monomer,mono ##mer,21,11
5833,HPLC,hp ##lc,Tartaric Acid (LC),tar ##tar ##ic acid ( lc ),21,19
5834,HPLC,hp ##lc,Acetamidine,ace ##tam ##idi ##ne,21,19
5835,HPLC,hp ##lc,SE-HPLC Monomer Retention Time,se - hp ##lc mono ##mer retention time,21,16
5836,SE_HPLC,se _ hp ##lc,SEC-HPLC  Monomer,sec - hp ##lc mono ##mer,21,16
5837,HPLC,hp ##lc,HIC-HPLC Oxidation (FIO),hi ##c - hp ##lc oxidation ( fi ##o ),21,16
5838,HPLC,hp ##lc,SE-HPLC  Monomer,se - hp ##lc mono ##mer,21,16
5839,SE_HPLC_4,se _ hp ##lc _ 4,SE-HPLC Purity (Monomer),se - hp ##lc purity ( mono ##mer ),21,16
5840,SE_HPLC,se _ hp ##lc,SEC Monomer (HPLC),sec mono ##mer ( hp ##lc ),21,11
5841,SE_HPLC,se _ hp ##lc,SE-HPLC (GP)  Monomer,se - hp ##lc ( gp ) mono ##mer,21,16
5842,HPLC,hp ##lc,Acetic Acid,ace ##tic acid,21,19
5843,HPLC,hp ##lc,HPLC-SEC Monomer,hp ##lc - sec mono ##mer,21,16
5844,HPLC,hp ##lc,HIC-HPLC IsoAsp,hi ##c - hp ##lc iso ##as ##p,21,16
5845,HPLC,hp ##lc,Counter Ion (HPLC - RI),counter ion ( hp ##lc - ri ),21,16
5846,SE_HPLC,se _ hp ##lc,Monomer [SEC Monomer(HPLC)],mono ##mer [ sec mono ##mer ( hp ##lc ) ],21,16
5847,SE_HPLC,se _ hp ##lc,SE-UPLC Monomer,se - up ##lc mono ##mer,21,16
5848,HPLC,hp ##lc,Atropisomer 2,at ##rop ##iso ##mer 2,21,16
5849,HPLC,hp ##lc,Hydroxylamine,hydro ##xy ##lam ##ine,21,16
5850,HPLC,hp ##lc,Butylated Hydroxytoluene (LC),but ##yla ##ted hydro ##xy ##to ##lu ##ene ( lc ),21,16
5851,SE_HPLC,se _ hp ##lc,GP HPLC - Monomer,gp hp ##lc - mono ##mer,21,16
5852,SE_HPLC,se _ hp ##lc,Dimer [SEC Dimer],dime ##r [ sec dime ##r ],21,16
5853,BIO_SE-HPLC,bio _ se - hp ##lc,SEC Monomer,sec mono ##mer,21,16
5854,SE_HPLC_2,se _ hp ##lc _ 2,SEC-HPLC  Monomer,sec - hp ##lc mono ##mer,21,16
5855,HPLC,hp ##lc,Citric Acid (HPLC),ci ##tric acid ( hp ##lc ),21,19
5856,SE_HPLC,se _ hp ##lc,Monomer RT,mono ##mer rt,21,11
5857,SE_HPLC,se _ hp ##lc,GP-HPLC  IgG Monomer,gp - hp ##lc i ##gg mono ##mer,21,16
5858,HPLC,hp ##lc,Atropisomer 4,at ##rop ##iso ##mer 4,21,16
5859,BIO_SE-HPLC,bio _ se - hp ##lc,Monomer,mono ##mer,21,16
5860,SE_HPLC,se _ hp ##lc,SE UPLC Monomer,se up ##lc mono ##mer,21,16
5861,SE_HPLC_2,se _ hp ##lc _ 2,SEC-HPLC Monomer,sec - hp ##lc mono ##mer,21,16
5862,HPLC,hp ##lc,Methionine Sulfoximine,met ##hi ##oni ##ne sul ##fo ##xi ##mine,21,16
5863,HPLC,hp ##lc,Acetic Acid (Average),ace ##tic acid ( average ),21,19
5864,SE_HPLC_4,se _ hp ##lc _ 4,SE-HPLC Monomer,se - hp ##lc mono ##mer,21,16
5865,BIO_SE-HPLC,bio _ se - hp ##lc,SE HPLC Monomer,se hp ##lc mono ##mer,21,16
5866,HPLC,hp ##lc,Polysorbate 80,poly ##sor ##bate 80,21,19
5867,HPLC,hp ##lc,IgG Monomer,i ##gg mono ##mer,21,16
5868,HPLC,hp ##lc,Succinic Acid (LC),su ##cci ##nic acid ( lc ),21,19
5869,BIO_SE-HPLC,bio _ se - hp ##lc,Purity (Monomer),purity ( mono ##mer ),21,16
5870,BIO_SE-HPLC,bio _ se - hp ##lc,SE-HPLC Monomer,se - hp ##lc mono ##mer,21,16
5871,SE_HPLC,se _ hp ##lc,Monomer (SE HPLC Monomer),mono ##mer ( se hp ##lc mono ##mer ),21,16
5872,HPLC,hp ##lc,Trifluroacetic Acid (LC),tri ##fl ##uro ##ace ##tic acid ( lc ),21,16
5873,SE_HPLC,se _ hp ##lc,SE-HPLC Monomer,se - hp ##lc mono ##mer,21,16
5874,SE_HPLC,se _ hp ##lc,SE HPLC Total Monomer Peaks,se hp ##lc total mono ##mer peaks,21,12
5875,SE_HPLC_2,se _ hp ##lc _ 2,SEC Monomer,sec mono ##mer,21,16
5876,HPLC,hp ##lc,2-butynoic acid,2 - but ##yn ##oic acid,21,16
5877,HPLC,hp ##lc,Butylated Hydroxytoluene,but ##yla ##ted hydro ##xy ##to ##lu ##ene,21,16
5878,HPLC,hp ##lc,HIC-HPL Oxidation Content,hi ##c - hp ##l oxidation content,21,16
5879,SE_HPLC,se _ hp ##lc,SE HPLC Monomer,se hp ##lc mono ##mer,21,16
5880,SE_HPLC,se _ hp ##lc,SEC Monomer,sec mono ##mer,21,16
5881,SE_HPLC_2,se _ hp ##lc _ 2,SE-HPLC Monomer,se - hp ##lc mono ##mer,21,16
5882,SE_HPLC,se _ hp ##lc,SEC-HPLC Monomer,sec - hp ##lc mono ##mer,21,16
5883,BIO_SE-HPLC,bio _ se - hp ##lc,SE-HPLC Dimer,se - hp ##lc dime ##r,21,16
5884,HPLC,hp ##lc,Atropisomer 1,at ##rop ##iso ##mer 1,21,16
5885,HPLC,hp ##lc,Atropisomer 3,at ##rop ##iso ##mer 3,21,16
5886,SE_HPLC,se _ hp ##lc,% Monomer,% mono ##mer,21,11
5887,BIO_SE-HPLC,bio _ se - hp ##lc,SEC-HPLC Monomer,sec - hp ##lc mono ##mer,21,16
5888,SE_HPLC,se _ hp ##lc,DImer [SEC Dimer (HPLC)],dime ##r [ sec dime ##r ( hp ##lc ) ],21,16
5889,SE_HPLC_2,se _ hp ##lc _ 2,Monomer,mono ##mer,21,11
5890,BIO_SE-HPLC,bio _ se - hp ##lc,SE-HPLC Monomer Peak,se - hp ##lc mono ##mer peak,21,11
5891,SE_HPLC,se _ hp ##lc,SE-HPLC area% Monomer,se - hp ##lc area % mono ##mer,21,16
5892,HPLC,hp ##lc,SE-HPLC  Monomer Retention Time,se - hp ##lc mono ##mer retention time,21,16
5893,BIO_SE-HPLC,bio _ se - hp ##lc,SE UPLC Monomer,se up ##lc mono ##mer,21,16
5894,HPLC,hp ##lc,Aniline (LC),an ##ili ##ne ( lc ),21,19
5895,HPLC,hp ##lc,GPC-HPLC  Monomer,gp ##c - hp ##lc mono ##mer,21,16
5896,SE_HPLC,se _ hp ##lc,HPLC-SEC Monomer,hp ##lc - sec mono ##mer,21,16
5897,BIO_SE-HPLC,bio _ se - hp ##lc,SE-HPLC Purity Monomer,se - hp ##lc purity mono ##mer,21,16
5898,SE_HPLC,se _ hp ##lc,Dimer [SEC Dimer (HPLC)],dime ##r [ sec dime ##r ( hp ##lc ) ],21,16
5899,BIO_SE-HPLC,bio _ se - hp ##lc,SEC-HPLC  Monomer,sec - hp ##lc mono ##mer,21,16
5900,HPLC,hp ##lc,HIC-HPLC Oxidation Content,hi ##c - hp ##lc oxidation content,21,16
5901,SE_HPLC_3,se _ hp ##lc _ 3,SE HPLC Monomer,se hp ##lc mono ##mer,21,16
5902,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 84 kDa,nu ##page reduced non - main band mw 84 k ##da,22,2
5903,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 122 kDa,nu ##page reduced non - main band mw 122 k ##da,22,2
5904,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non main band MW 112 kDa,nu ##page reduced non main band mw 112 k ##da,22,2
5905,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW 82 kDa,nu - page reduced non - main band mw 82 k ##da,22,2
5906,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 138 kDa,nu ##page reduced non - main band mw 138 k ##da,22,2
5907,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW 86 kD,nu - page reduced non - main band mw 86 k ##d,22,2
5908,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW  115 kDa,nu - page reduced non - main band mw 115 k ##da,22,2
5909,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 73 kDa,nu ##page reduced non - main band mw 73 k ##da,22,2
5910,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW 79 kD,nu - page reduced non - main band mw 79 k ##d,22,2
5911,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 112 kDa,nu ##page reduced non - main band mw 112 k ##da,22,2
5912,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 75 kDa,nu ##page reduced non - main band mw 75 k ##da,22,2
5913,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW 125 kDa,nu - page reduced non - main band mw 125 k ##da,22,2
5914,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW 109 kD,nu - page reduced non - main band mw 109 k ##d,22,2
5915,SDS_PAGE,sd ##s _ page,Nu PAGE Reduced Non main band MW 76 kDa,nu page reduced non main band mw 76 k ##da,22,2
5916,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW  111kDa,nu ##page reduced non - main band mw 111 ##k ##da,22,2
5917,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW  77 kDa,nu ##page reduced non - main band mw 77 k ##da,22,2
5918,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 80 kDa,nu ##page reduced non - main band mw 80 k ##da,22,2
5919,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW         kDa,nu ##page reduced non - main band mw k ##da,22,2
5920,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 119 kDa,nu ##page reduced non - main band mw 119 k ##da,22,2
5921,SDS_PAGE,sd ##s _ page,Nu PAGE Reduced Non-main band MW 77 kDa,nu page reduced non - main band mw 77 k ##da,22,2
5922,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW 78 kDa,nu - page reduced non - main band mw 78 k ##da,22,2
5923,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 77 kDa,nu ##page reduced non - main band mw 77 k ##da,22,2
5924,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non main band MW 78 kDa,nu ##page reduced non main band mw 78 k ##da,22,2
5925,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW 42 kDa,nu - page reduced non - main band mw 42 k ##da,22,2
5926,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW 79 kDa,nu - page reduced non - main band mw 79 k ##da,22,2
5927,SDS_PAGE,sd ##s _ page,NuPAGE reduced Non-main band MW 88 kDa,nu ##page reduced non - main band mw 88 k ##da,22,2
5928,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 130 kDa,nu ##page reduced non - main band mw 130 k ##da,22,2
5929,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW 85 kDa,nu - page reduced non - main band mw 85 k ##da,22,2
5930,M00003744,m ##00 ##00 ##37 ##44,SDS COOM NONREDUCED MAJOR BAND,sd ##s co ##om non ##red ##uce ##d major band,22,2
5931,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW 123 kD,nu - page reduced non - main band mw 123 k ##d,22,2
5932,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non main band MW 44 kDa,nu - page reduced non main band mw 44 k ##da,22,2
5933,D_250192,d _ 250 ##19 ##2,SDS COOM NONREDUCED ADD BAND GT 1PCT,sd ##s co ##om non ##red ##uce ##d add band gt 1 ##pc ##t,22,2
5934,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 105 kDa,nu ##page reduced non - main band mw 105 k ##da,22,2
5935,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW 76 kDa,nu - page reduced non - main band mw 76 k ##da,22,2
5936,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW      115  kD,nu - page reduced non - main band mw 115 k ##d,22,2
5937,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW   78      kD,nu - page reduced non - main band mw 78 k ##d,22,2
5938,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced - Purity Non-main bands MW,nu - page reduced - purity non - main bands mw,22,27
5939,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non main band MW 82 kDa,nu ##page reduced non main band mw 82 k ##da,22,2
5940,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW 118 kD,nu - page reduced non - main band mw 118 k ##d,22,2
5941,SDS_PAGE,sd ##s _ page,Nu-Page Reduced - Purity Non-main bands MW,nu - page reduced - purity non - main bands mw,22,27
5942,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 123 kDa,nu ##page reduced non - main band mw 123 k ##da,22,2
5943,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW 114 kD,nu - page reduced non - main band mw 114 k ##d,22,2
5944,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW  144 kDa,nu ##page reduced non - main band mw 144 k ##da,22,2
5945,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band 114 kDa,nu ##page reduced non - main band 114 k ##da,22,2
5946,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW 78 kD,nu - page reduced non - main band mw 78 k ##d,22,2
5947,SDS_PAGE,sd ##s _ page,Nu=PAGE Reduced Non-main band MW  110 kDa,nu = page reduced non - main band mw 110 k ##da,22,2
5948,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non main Band MW 32 kDa,nu - page reduced non main band mw 32 k ##da,22,2
5949,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 79 kDa,nu ##page reduced non - main band mw 79 k ##da,22,2
5950,95007423,950 ##0 ##7 ##42 ##3,SDS COOM NONREDUCED IND UNEXP NEW BAND,sd ##s co ##om non ##red ##uce ##d ind une ##x ##p new band,22,2
5951,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 116 kDa,nu ##page reduced non - main band mw 116 k ##da,22,2
5952,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW 77 kDa,nu - page reduced non - main band mw 77 k ##da,22,2
5953,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main Band MW 82 kDa,nu ##page reduced non - main band mw 82 k ##da,22,2
5954,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 118 kDa,nu ##page reduced non - main band mw 118 k ##da,22,2
5955,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non main band MW 79 kDa,nu ##page reduced non main band mw 79 k ##da,22,2
5956,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW     122    kD,nu - page reduced non - main band mw 122 k ##d,22,2
5957,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW   77 kDa,nu - page reduced non - main band mw 77 k ##da,22,2
5958,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW 89 kDa,nu - page reduced non - main band mw 89 k ##da,22,2
5959,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 115 kDa,nu ##page reduced non - main band mw 115 k ##da,22,2
5960,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 109 kDa,nu ##page reduced non - main band mw 109 k ##da,22,2
5961,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 82 kDa,nu ##page reduced non - main band mw 82 k ##da,22,2
5962,SDS_PAGE,sd ##s _ page,Nu PAGE Reduced Non-main band MW 80 kDa,nu page reduced non - main band mw 80 k ##da,22,2
5963,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non main band MW 76 kDa,nu ##page reduced non main band mw 76 k ##da,22,2
5964,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW       78  kD,nu - page reduced non - main band mw 78 k ##d,22,2
5965,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW     77    kD,nu - page reduced non - main band mw 77 k ##d,22,2
5966,SDS_PAGE,sd ##s _ page,Nu PAGE Reduced Non main band MW 79 kDa,nu page reduced non main band mw 79 k ##da,22,2
5967,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW 81 kD,nu - page reduced non - main band mw 81 k ##d,22,2
5968,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW 111  kD,nu - page reduced non - main band mw 111 k ##d,22,2
5969,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW  112 kDa,nu ##page reduced non - main band mw 112 k ##da,22,2
5970,SDS_PAGE,sd ##s _ page,NuPAGE Reduced non main band MW 78 kDa,nu ##page reduced non main band mw 78 k ##da,22,2
5971,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW       83  kD,nu - page reduced non - main band mw 83 k ##d,22,2
5972,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW         kD,nu - page reduced non - main band mw k ##d,22,2
5973,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 74 kDa,nu ##page reduced non - main band mw 74 k ##da,22,2
5974,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW    112    kD,nu - page reduced non - main band mw 112 k ##d,22,2
5975,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW 77       kD,nu - page reduced non - main band mw 77 k ##d,22,2
5976,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW  112 kD,nu - page reduced non - main band mw 112 k ##d,22,2
5977,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non main band MW 79 kDa,nu - page reduced non main band mw 79 k ##da,22,2
5978,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW      77   kD,nu - page reduced non - main band mw 77 k ##d,22,2
5979,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW     115    kD,nu - page reduced non - main band mw 115 k ##d,22,2
5980,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 111 kDa,nu ##page reduced non - main band mw 111 k ##da,22,2
5981,250192,250 ##19 ##2,SDS COO REDUCED MAJOR BAND 0DP,sd ##s co ##o reduced major band 0 ##dp,22,2
5982,250495,250 ##49 ##5,SDS COO NONREDUCED MAJOR BAND 1DP,sd ##s co ##o non ##red ##uce ##d major band 1 ##dp,22,2
5983,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 114 kDa,nu ##page reduced non - main band mw 114 k ##da,22,2
5984,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 78 kDa,nu ##page reduced non - main band mw 78 k ##da,22,2
5985,95007423,950 ##0 ##7 ##42 ##3,SDS COOM NONREDUCED MAJOR BAND,sd ##s co ##om non ##red ##uce ##d major band,22,2
5986,250192,250 ##19 ##2,SDS COO NONREDUCED MAJOR BAND 0DP,sd ##s co ##o non ##red ##uce ##d major band 0 ##dp,22,2
5987,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW 78kD,nu - page reduced non - main band mw 78 ##k ##d,22,2
5988,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW  83 kDa,nu - page reduced non - main band mw 83 k ##da,22,2
5989,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non main band MW 83 kDa,nu ##page reduced non main band mw 83 k ##da,22,2
5990,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 113 kDa,nu ##page reduced non - main band mw 113 k ##da,22,2
5991,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW  34 kDa,nu - page reduced non - main band mw 34 k ##da,22,2
5992,250495,250 ##49 ##5,SDS COO REDUCED MAJOR BAND 1DP,sd ##s co ##o reduced major band 1 ##dp,22,2
5993,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW kDa,nu ##page reduced non - main band mw k ##da,22,2
5994,SDS_PAGE,sd ##s _ page,NuPAGE Non main band MW  82 kDa,nu ##page non main band mw 82 k ##da,22,2
5995,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW 34 kDa,nu - page reduced non - main band mw 34 k ##da,22,2
5996,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW 114.8 kD,nu - page reduced non - main band mw 114 . 8 k ##d,22,2
5997,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 76 kDa,nu ##page reduced non - main band mw 76 k ##da,22,2
5998,D_250192,d _ 250 ##19 ##2,SDS COOM NONREDUCED ADD BAND GT 2PCT,sd ##s co ##om non ##red ##uce ##d add band gt 2 ##pc ##t,22,2
5999,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 117 kDa,nu ##page reduced non - main band mw 117 k ##da,22,2
6000,SDS_PAGE,sd ##s _ page,Nu-Page Reduced Non-main band MW 111 kD,nu - page reduced non - main band mw 111 k ##d,22,2
6001,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non-main band MW 81 kDa,nu ##page reduced non - main band mw 81 k ##da,22,2
6002,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW 117 kDa,nu - page reduced non - main band mw 117 k ##da,22,2
6003,SDS_PAGE,sd ##s _ page,Nu-PAGE Reduced Non-main band MW  81 kDa,nu - page reduced non - main band mw 81 k ##da,22,2
6004,SDS_PAGE,sd ##s _ page,NuPAGE Reduced Non main band MW  77 kDa,nu ##page reduced non main band mw 77 k ##da,22,2
6005,R_NULOJIX-SDSREDUCID,r _ nu ##lo ##ji ##x - sd ##sr ##ed ##uc ##id,Pureza banda mayor,pure ##za banda mayor,23,22
6006,A_TOR_OPDIVO,a _ tor _ op ##di ##vo,TOR CON PACK 30-40 HR,tor con pack 30 - 40 hr,23,22
6007,A_TORORENCIA,a _ toro ##ren ##cia,TOR CONSUMATO DA COC,tor con ##sum ##ato da co ##c,23,22
6008,A_TOR_EMPLICITI,a _ tor _ em ##pl ##ici ##ti,TOR DEV HALB 8-25 HR,tor dev hal ##b 8 - 25 hr,23,22
6009,A_TOR_OPDIVO,a _ tor _ op ##di ##vo,TOR CON PACK 8-30 MIN,tor con pack 8 - 30 min,23,22
6010,A_TOR_OPDIVO,a _ tor _ op ##di ##vo,TOR CON PACK 8-25 HR,tor con pack 8 - 25 hr,23,22
6011,A_TOR_EMPLICITI,a _ tor _ em ##pl ##ici ##ti,TOR DEV FIN 8-25 TOT,tor dev fin 8 - 25 to ##t,23,22
6012,R_OPDIVOINY_SEC,r _ op ##di ##vo ##iny _ sec,SEC-MonÃ³mero,sec - mona ##³ ##mer ##o,23,22
6013,R_YERVOY_ELISA,r _ yer ##vo ##y _ elisa,Actividad de union (ELISA),act ##iv ##idad de union ( elisa ),23,22
6014,A_TOR_OPDIVO,a _ tor _ op ##di ##vo,DEV 8-25 TOT HALB,dev 8 - 25 to ##t hal ##b,23,22
6015,A_TOR_EMPLICITI,a _ tor _ em ##pl ##ici ##ti,TOR CON PACK 8-25 HR,tor con pack 8 - 25 hr,23,22
6016,R_EMPLICITI_PARTIC,r _ em ##pl ##ici ##ti _ part ##ic,Particulas >= 25 um,part ##ic ##ula ##s > = 25 um,23,3
6017,A_TOR_OPDIVO,a _ tor _ op ##di ##vo,TOR CON DA TT4 8-30 TOT,tor con da tt ##4 8 - 30 to ##t,23,22
6018,A_TOR_OPDIVO,a _ tor _ op ##di ##vo,TOR RES ANAGNI 8-25,tor res ana ##gni 8 - 25,23,22
6019,R_EMPLICITI_IDPOTELI,r _ em ##pl ##ici ##ti _ id ##pot ##eli,Potencia de Binding por ELISA,pot ##encia de binding por elisa,23,22
6020,A_TOR_OPDIVO,a _ tor _ op ##di ##vo,TOR CON PACK 30-40 MIN,tor con pack 30 - 40 min,23,22
6021,R_ABA_SEC,r _ aba _ sec,SEC-MonÃ³mero,sec - mona ##³ ##mer ##o,23,22
6022,A_TOR_EMPLICITI,a _ tor _ em ##pl ##ici ##ti,TOR CON COC MANATI 8-25 HR,tor con co ##c mana ##ti 8 - 25 hr,23,22
6023,R_ABA_SDSPAGERED,r _ aba _ sd ##sp ##ager ##ed,SDSPAGE Red Banda mayoritaria,sd ##sp ##age red banda mayor ##ita ##ria,23,22
6024,R_EMPLICITI_CEX,r _ em ##pl ##ici ##ti _ ce ##x,Pico 2,pic ##o 2,23,22
6025,A_TOR_EMPLICITI,a _ tor _ em ##pl ##ici ##ti,TOR CON TT4 8-25 TOT,tor con tt ##4 8 - 25 to ##t,23,22
6026,A_TOR_OPDIVO,a _ tor _ op ##di ##vo,TOR CON COC MANATI 8-30 HR,tor con co ##c mana ##ti 8 - 30 hr,23,22
6027,A_DATA_CAMBIO,a _ data _ cam ##bio,TOR RES ANAGNI 8-25 RICALCOLATO,tor res ana ##gni 8 - 25 rica ##lco ##lat ##o,23,22
6028,R_YERVOY_SEC,r _ yer ##vo ##y _ sec,Homogeneidad del monomero,homo ##gen ##ei ##dad del mono ##mer ##o,23,22
6029,A_TOR_OPDIVO,a _ tor _ op ##di ##vo,DEV 8-30 HR HALB,dev 8 - 30 hr hal ##b,23,22
6030,A_TOR_OPDIVO,a _ tor _ op ##di ##vo,DEV 8-30 MIN HALB,dev 8 - 30 min hal ##b,23,22
6031,A_TOR_OPDIVO,a _ tor _ op ##di ##vo,TOR CON PACK 30-40 TOT,tor con pack 30 - 40 to ##t,23,22
