Unnamed: 0,Analysis,Attribute,Standard names,Unnamed: 4
660,se_hplc_4,se-High-Performance Liquid Chromatography lmw (area) peak 3,se-hplc lmw,nan
660,Size Exclusion_hplc_4,se-hplc lmw (area) peak 3,se-hplc lmw,nan
660,se_hplc_4,Size Exclusion-hplc lmw (area) peak 3,se-hplc lmw,nan
660,se_hplc_4,se-hplc Low Molecular Weight (area) peak 3,se-hplc lmw,nan
661,se_High-Performance Liquid Chromatography,se-hplc low molecular weight (lmw) species,se-hplc lmw,nan
661,se_hplc,se-High-Performance Liquid Chromatography low molecular weight (lmw) species,se-hplc lmw,nan
661,Size Exclusion_hplc,se-hplc low molecular weight (lmw) species,se-hplc lmw,nan
661,se_hplc,Size Exclusion-hplc low molecular weight (lmw) species,se-hplc lmw,nan
662,se_High-Performance Liquid Chromatography_4,se-hplc lmw (area) peak 2,se-hplc lmw,nan
662,se_hplc_4,se-High-Performance Liquid Chromatography lmw (area) peak 2,se-hplc lmw,nan
662,Size Exclusion_hplc_4,se-hplc lmw (area) peak 2,se-hplc lmw,nan
662,se_hplc_4,Size Exclusion-hplc lmw (area) peak 2,se-hplc lmw,nan
662,se_hplc_4,se-hplc Low Molecular Weight (area) peak 2,se-hplc lmw,nan
663,se_High-Performance Liquid Chromatography_4,se-hplc lmw species (cumulative area),se-hplc lmw,nan
663,se_hplc_4,se-High-Performance Liquid Chromatography lmw species (cumulative area),se-hplc lmw,nan
663,Size Exclusion_hplc_4,se-hplc lmw species (cumulative area),se-hplc lmw,nan
663,se_hplc_4,Size Exclusion-hplc lmw species (cumulative area),se-hplc lmw,nan
663,se_hplc_4,se-hplc Low Molecular Weight species (cumulative area),se-hplc lmw,nan
664,se_High-Performance Liquid Chromatography,se-hplc lmw species,se-hplc lmw,nan
664,se_hplc,se-High-Performance Liquid Chromatography lmw species,se-hplc lmw,nan
664,Size Exclusion_hplc,se-hplc lmw species,se-hplc lmw,nan
664,se_hplc,Size Exclusion-hplc lmw species,se-hplc lmw,nan
664,se_hplc,se-hplc Low Molecular Weight species,se-hplc lmw,nan
665,bio_se-High-Performance Liquid Chromatography,se-hplc lmw species,se-hplc lmw,nan
665,bio_se-hplc,se-High-Performance Liquid Chromatography lmw species,se-hplc lmw,nan
665,bio_Size Exclusion-hplc,se-hplc lmw species,se-hplc lmw,nan
665,bio_se-hplc,Size Exclusion-hplc lmw species,se-hplc lmw,nan
665,bio_se-hplc,se-hplc Low Molecular Weight species,se-hplc lmw,nan
666,se_High-Performance Liquid Chromatography,se-hplc- lmw,se-hplc lmw,nan
666,se_hplc,se-High-Performance Liquid Chromatography- lmw,se-hplc lmw,nan
666,Size Exclusion_hplc,se-hplc- lmw,se-hplc lmw,nan
666,se_hplc,Size Exclusion-hplc- lmw,se-hplc lmw,nan
666,se_hplc,se-hplc- Low Molecular Weight,se-hplc lmw,nan
667,se_High-Performance Liquid Chromatography,se-hplc high molecular weight (lmw) species,se-hplc lmw,nan
667,se_hplc,se-High-Performance Liquid Chromatography high molecular weight (lmw) species,se-hplc lmw,nan
667,Size Exclusion_hplc,se-hplc high molecular weight (lmw) species,se-hplc lmw,nan
667,se_hplc,Size Exclusion-hplc high molecular weight (lmw) species,se-hplc lmw,nan
668,se_High-Performance Liquid Chromatography_2,se-hplc low molecular weight (lmw) species,se-hplc lmw,nan
668,se_hplc_2,se-High-Performance Liquid Chromatography low molecular weight (lmw) species,se-hplc lmw,nan
668,Size Exclusion_hplc_2,se-hplc low molecular weight (lmw) species,se-hplc lmw,nan
668,se_hplc_2,Size Exclusion-hplc low molecular weight (lmw) species,se-hplc lmw,nan
669,bio_se-High-Performance Liquid Chromatography,se-hplc monomer peak,se-hplc monomer,nan
669,bio_se-hplc,se-High-Performance Liquid Chromatography monomer peak,se-hplc monomer,nan
669,bio_Size Exclusion-hplc,se-hplc monomer peak,se-hplc monomer,nan
669,bio_se-hplc,Size Exclusion-hplc monomer peak,se-hplc monomer,nan
670,High-Performance Liquid Chromatography,se-hplc  monomer,se-hplc monomer,nan
670,hplc,se-High-Performance Liquid Chromatography  monomer,se-hplc monomer,nan
670,hplc,Size Exclusion-hplc  monomer,se-hplc monomer,nan
671,High-Performance Liquid Chromatography,se-hplc monomer retention time,se-hplc monomer,nan
671,hplc,se-High-Performance Liquid Chromatography monomer retention time,se-hplc monomer,nan
671,hplc,Size Exclusion-hplc monomer retention time,se-hplc monomer,nan
672,se_High-Performance Liquid Chromatography,se-hplc monomer retention time,se-hplc monomer,nan
672,se_hplc,se-High-Performance Liquid Chromatography monomer retention time,se-hplc monomer,nan
672,Size Exclusion_hplc,se-hplc monomer retention time,se-hplc monomer,nan
672,se_hplc,Size Exclusion-hplc monomer retention time,se-hplc monomer,nan
673,se_High-Performance Liquid Chromatography,se-hplc monomer,se-hplc monomer,nan
673,se_hplc,se-High-Performance Liquid Chromatography monomer,se-hplc monomer,nan
673,Size Exclusion_hplc,se-hplc monomer,se-hplc monomer,nan
673,se_hplc,Size Exclusion-hplc monomer,se-hplc monomer,nan
674,High-Performance Liquid Chromatography,se-hplc  monomer retention time,se-hplc monomer,nan
674,hplc,se-High-Performance Liquid Chromatography  monomer retention time,se-hplc monomer,nan
674,hplc,Size Exclusion-hplc  monomer retention time,se-hplc monomer,nan
675,se_High-Performance Liquid Chromatography,se-hplc (gpc) monomer,se-hplc monomer,nan
675,se_hplc,se-High-Performance Liquid Chromatography (gpc) monomer,se-hplc monomer,nan
675,Size Exclusion_hplc,se-hplc (gpc) monomer,se-hplc monomer,nan
675,se_hplc,Size Exclusion-hplc (gpc) monomer,se-hplc monomer,nan
676,bio_se-High-Performance Liquid Chromatography,se-hplc purity (monomer),se-hplc monomer,nan
676,bio_se-hplc,se-High-Performance Liquid Chromatography purity (monomer),se-hplc monomer,nan
676,bio_Size Exclusion-hplc,se-hplc purity (monomer),se-hplc monomer,nan
676,bio_se-hplc,Size Exclusion-hplc purity (monomer),se-hplc monomer,nan
677,se_High-Performance Liquid Chromatography,se-hplc (gp)  monomer,se-hplc monomer,nan
677,se_hplc,se-High-Performance Liquid Chromatography (gp)  monomer,se-hplc monomer,nan
677,Size Exclusion_hplc,se-hplc (gp)  monomer,se-hplc monomer,nan
677,se_hplc,Size Exclusion-hplc (gp)  monomer,se-hplc monomer,nan
678,se_High-Performance Liquid Chromatography,hplc-sec monomer,se-hplc monomer,nan
678,se_hplc,High-Performance Liquid Chromatography-sec monomer,se-hplc monomer,nan
678,Size Exclusion_hplc,hplc-sec monomer,se-hplc monomer,nan
679,se_High-Performance Liquid Chromatography_4,se-hplc lmw species (cumulative area),se-hplc lmw,nan
679,se_hplc_4,se-High-Performance Liquid Chromatography lmw species (cumulative area),se-hplc lmw,nan
679,Size Exclusion_hplc_4,se-hplc lmw species (cumulative area),se-hplc lmw,nan
679,se_hplc_4,Size Exclusion-hplc lmw species (cumulative area),se-hplc lmw,nan
679,se_hplc_4,se-hplc Low Molecular Weight species (cumulative area),se-hplc lmw,nan
680,se_High-Performance Liquid Chromatography_4,se-hplc hmw species (cumulative area),se-hplc hmw,nan
680,se_hplc_4,se-High-Performance Liquid Chromatography hmw species (cumulative area),se-hplc hmw,nan
680,Size Exclusion_hplc_4,se-hplc hmw species (cumulative area),se-hplc hmw,nan
680,se_hplc_4,Size Exclusion-hplc hmw species (cumulative area),se-hplc hmw,nan
680,se_hplc_4,se-hplc High Molecular Weight species (cumulative area),se-hplc hmw,nan
681,se_High-Performance Liquid Chromatography_4,se-hplc purity (monomer),se-hplc monomer,nan
681,se_hplc_4,se-High-Performance Liquid Chromatography purity (monomer),se-hplc monomer,nan
681,Size Exclusion_hplc_4,se-hplc purity (monomer),se-hplc monomer,nan
681,se_hplc_4,Size Exclusion-hplc purity (monomer),se-hplc monomer,nan
682,bio_se-High-Performance Liquid Chromatography,se hplc high molecular weight (hmw) species,se-hplc hmw,nan
682,bio_se-hplc,se High-Performance Liquid Chromatography high molecular weight (hmw) species,se-hplc hmw,nan
682,bio_Size Exclusion-hplc,se hplc high molecular weight (hmw) species,se-hplc hmw,nan
682,bio_se-hplc,Size Exclusion hplc high molecular weight (hmw) species,se-hplc hmw,nan
683,bio_se-High-Performance Liquid Chromatography,se hplc monomer,se-hplc monomer,nan
683,bio_se-hplc,se High-Performance Liquid Chromatography monomer,se-hplc monomer,nan
683,bio_Size Exclusion-hplc,se hplc monomer,se-hplc monomer,nan
683,bio_se-hplc,Size Exclusion hplc monomer,se-hplc monomer,nan
684,bio_se-High-Performance Liquid Chromatography,se hplc low molecular weight (lmw) species,se-hplc lmw,nan
684,bio_se-hplc,se High-Performance Liquid Chromatography low molecular weight (lmw) species,se-hplc lmw,nan
684,bio_Size Exclusion-hplc,se hplc low molecular weight (lmw) species,se-hplc lmw,nan
684,bio_se-hplc,Size Exclusion hplc low molecular weight (lmw) species,se-hplc lmw,nan
685,se_High-Performance Liquid Chromatography_4,se-hplc purity (monomer),se-hplc monomer,nan
685,se_hplc_4,se-High-Performance Liquid Chromatography purity (monomer),se-hplc monomer,nan
685,Size Exclusion_hplc_4,se-hplc purity (monomer),se-hplc monomer,nan
685,se_hplc_4,Size Exclusion-hplc purity (monomer),se-hplc monomer,nan
686,bio_se-High-Performance Liquid Chromatography,se-hplc purity monomer,se-hplc monomer,nan
686,bio_se-hplc,se-High-Performance Liquid Chromatography purity monomer,se-hplc monomer,nan
686,bio_Size Exclusion-hplc,se-hplc purity monomer,se-hplc monomer,nan
686,bio_se-hplc,Size Exclusion-hplc purity monomer,se-hplc monomer,nan
687,se_High-Performance Liquid Chromatography_4,se-hplc monomer,se-hplc monomer,nan
687,se_hplc_4,se-High-Performance Liquid Chromatography monomer,se-hplc monomer,nan
687,Size Exclusion_hplc_4,se-hplc monomer,se-hplc monomer,nan
687,se_hplc_4,Size Exclusion-hplc monomer,se-hplc monomer,nan
688,se_High-Performance Liquid Chromatography,se-hplc (gp) monomer,se-hplc monomer,nan
688,se_hplc,se-High-Performance Liquid Chromatography (gp) monomer,se-hplc monomer,nan
688,Size Exclusion_hplc,se-hplc (gp) monomer,se-hplc monomer,nan
688,se_hplc,Size Exclusion-hplc (gp) monomer,se-hplc monomer,nan
689,se_High-Performance Liquid Chromatography_2,se-hplc monomer,se-hplc monomer,nan
689,se_hplc_2,se-High-Performance Liquid Chromatography monomer,se-hplc monomer,nan
689,Size Exclusion_hplc_2,se-hplc monomer,se-hplc monomer,nan
689,se_hplc_2,Size Exclusion-hplc monomer,se-hplc monomer,nan
690,se_High-Performance Liquid Chromatography,se-hplc area% monomer,se-hplc monomer,nan
690,se_hplc,se-High-Performance Liquid Chromatography area% monomer,se-hplc monomer,nan
690,Size Exclusion_hplc,se-hplc area% monomer,se-hplc monomer,nan
690,se_hplc,Size Exclusion-hplc area% monomer,se-hplc monomer,nan
691,bio_se-High-Performance Liquid Chromatography,se-hplc monomer,se-hplc monomer,nan
691,bio_se-hplc,se-High-Performance Liquid Chromatography monomer,se-hplc monomer,nan
691,bio_Size Exclusion-hplc,se-hplc monomer,se-hplc monomer,nan
691,bio_se-hplc,Size Exclusion-hplc monomer,se-hplc monomer,nan
692,se_High-Performance Liquid Chromatography,se-uplc high molecular weight (hmw) species,se-uplc hmw,nan
692,Size Exclusion_hplc,se-uplc high molecular weight (hmw) species,se-uplc hmw,nan
692,se_hplc,Size Exclusion-uplc high molecular weight (hmw) species,se-uplc hmw,nan
693,se_High-Performance Liquid Chromatography,se-uplc hmw species,se-uplc hmw,nan
693,Size Exclusion_hplc,se-uplc hmw species,se-uplc hmw,nan
693,se_hplc,Size Exclusion-uplc hmw species,se-uplc hmw,nan
693,se_hplc,se-uplc High Molecular Weight species,se-uplc hmw,nan
694,bio_se-High-Performance Liquid Chromatography,se-uplc hmw species,se-uplc hmw,nan
694,bio_Size Exclusion-hplc,se-uplc hmw species,se-uplc hmw,nan
694,bio_se-hplc,Size Exclusion-uplc hmw species,se-uplc hmw,nan
694,bio_se-hplc,se-uplc High Molecular Weight species,se-uplc hmw,nan
695,bio_se-High-Performance Liquid Chromatography,se-uplc high molecular weight (hmw),se-uplc hmw,nan
695,bio_Size Exclusion-hplc,se-uplc high molecular weight (hmw),se-uplc hmw,nan
695,bio_se-hplc,Size Exclusion-uplc high molecular weight (hmw),se-uplc hmw,nan
696,bio_se-High-Performance Liquid Chromatography,se-uplc hmw species,se-uplc hmw,nan
696,bio_Size Exclusion-hplc,se-uplc hmw species,se-uplc hmw,nan
696,bio_se-hplc,Size Exclusion-uplc hmw species,se-uplc hmw,nan
696,bio_se-hplc,se-uplc High Molecular Weight species,se-uplc hmw,nan
697,bio_se-High-Performance Liquid Chromatography,size exclusion uplc (se-uplc) hmw,se-uplc hmw,nan
697,bio_Size Exclusion-hplc,size exclusion uplc (se-uplc) hmw,se-uplc hmw,nan
697,bio_se-hplc,size exclusion uplc (se-uplc) High Molecular Weight,se-uplc hmw,nan
698,bio_se-High-Performance Liquid Chromatography,se-uplc high molecular weight (hmw) species,se-uplc hmw,nan
698,bio_Size Exclusion-hplc,se-uplc high molecular weight (hmw) species,se-uplc hmw,nan
698,bio_se-hplc,Size Exclusion-uplc high molecular weight (hmw) species,se-uplc hmw,nan
699,bio_se-High-Performance Liquid Chromatography,se-uplc high molecular (hmw) species,se-uplc hmw,nan
699,bio_Size Exclusion-hplc,se-uplc high molecular (hmw) species,se-uplc hmw,nan
699,bio_se-hplc,Size Exclusion-uplc high molecular (hmw) species,se-uplc hmw,nan
700,bio_se-High-Performance Liquid Chromatography,se-uplc - high molecular weight (hmw) species,se-uplc hmw,nan
700,bio_Size Exclusion-hplc,se-uplc - high molecular weight (hmw) species,se-uplc hmw,nan
700,bio_se-hplc,Size Exclusion-uplc - high molecular weight (hmw) species,se-uplc hmw,nan
701,bio_se-High-Performance Liquid Chromatography,se-uplc total main peak,se-uplc monomer,nan
701,bio_Size Exclusion-hplc,se-uplc total main peak,se-uplc monomer,nan
701,bio_se-hplc,Size Exclusion-uplc total main peak,se-uplc monomer,nan
702,bio_se-High-Performance Liquid Chromatography,se-uplc total hmw species,se-uplc hmw,nan
702,bio_Size Exclusion-hplc,se-uplc total hmw species,se-uplc hmw,nan
702,bio_se-hplc,Size Exclusion-uplc total hmw species,se-uplc hmw,nan
702,bio_se-hplc,se-uplc total High Molecular Weight species,se-uplc hmw,nan
703,se_High-Performance Liquid Chromatography,se-uplc lmw species,se-uplc lmw,nan
703,Size Exclusion_hplc,se-uplc lmw species,se-uplc lmw,nan
703,se_hplc,Size Exclusion-uplc lmw species,se-uplc lmw,nan
703,se_hplc,se-uplc Low Molecular Weight species,se-uplc lmw,nan
704,bio_se-High-Performance Liquid Chromatography,se-uplc total lmw species,se-uplc lmw,nan
704,bio_Size Exclusion-hplc,se-uplc total lmw species,se-uplc lmw,nan
704,bio_se-hplc,Size Exclusion-uplc total lmw species,se-uplc lmw,nan
704,bio_se-hplc,se-uplc total Low Molecular Weight species,se-uplc lmw,nan
705,bio_se-High-Performance Liquid Chromatography,se-uplc low molecular (lmw) species,se-uplc lmw,nan
705,bio_Size Exclusion-hplc,se-uplc low molecular (lmw) species,se-uplc lmw,nan
705,bio_se-hplc,Size Exclusion-uplc low molecular (lmw) species,se-uplc lmw,nan
706,bio_se-High-Performance Liquid Chromatography,se-uplc low molecular weight (lmw) species,se-uplc lmw,nan
706,bio_Size Exclusion-hplc,se-uplc low molecular weight (lmw) species,se-uplc lmw,nan
706,bio_se-hplc,Size Exclusion-uplc low molecular weight (lmw) species,se-uplc lmw,nan
707,bio_se-High-Performance Liquid Chromatography,se-uplc lmw species,se-uplc lmw,nan
707,bio_Size Exclusion-hplc,se-uplc lmw species,se-uplc lmw,nan
707,bio_se-hplc,Size Exclusion-uplc lmw species,se-uplc lmw,nan
707,bio_se-hplc,se-uplc Low Molecular Weight species,se-uplc lmw,nan
708,bio_se-High-Performance Liquid Chromatography,size exclusion uplc (se-uplc) lmw,se-uplc lmw,nan
708,bio_Size Exclusion-hplc,size exclusion uplc (se-uplc) lmw,se-uplc lmw,nan
708,bio_se-hplc,size exclusion uplc (se-uplc) Low Molecular Weight,se-uplc lmw,nan
709,bio_se-High-Performance Liquid Chromatography,se-uplc lmw species,se-uplc lmw,nan
709,bio_Size Exclusion-hplc,se-uplc lmw species,se-uplc lmw,nan
709,bio_se-hplc,Size Exclusion-uplc lmw species,se-uplc lmw,nan
709,bio_se-hplc,se-uplc Low Molecular Weight species,se-uplc lmw,nan
710,se_High-Performance Liquid Chromatography,se-uplc low molecular weight (lmw) species,se-uplc lmw,nan
710,Size Exclusion_hplc,se-uplc low molecular weight (lmw) species,se-uplc lmw,nan
710,se_hplc,Size Exclusion-uplc low molecular weight (lmw) species,se-uplc lmw,nan
711,se_High-Performance Liquid Chromatography_2,sec lmw (hplc),se-hplc lmw,nan
711,Size Exclusion_hplc_2,sec lmw (hplc),se-hplc lmw,nan
711,se_hplc_2,sec Low Molecular Weight (hplc),se-hplc lmw,nan
712,se_High-Performance Liquid Chromatography_2,sec monomer (hplc),se-hplc monomer,nan
712,Size Exclusion_hplc_2,sec monomer (hplc),se-hplc monomer,nan
713,se_High-Performance Liquid Chromatography_2,sec hmw (hplc),se-hplc hmw,nan
713,Size Exclusion_hplc_2,sec hmw (hplc),se-hplc hmw,nan
713,se_hplc_2,sec High Molecular Weight (hplc),se-hplc hmw,nan
714,bio_se-High-Performance Liquid Chromatography,se-uplc low molecular weight (lmw),se-uplc lmw,nan
714,bio_Size Exclusion-hplc,se-uplc low molecular weight (lmw),se-uplc lmw,nan
714,bio_se-hplc,Size Exclusion-uplc low molecular weight (lmw),se-uplc lmw,nan
715,se_High-Performance Liquid Chromatography,se-uplc monomer,se-uplc monomer,nan
715,Size Exclusion_hplc,se-uplc monomer,se-uplc monomer,nan
715,se_hplc,Size Exclusion-uplc monomer,se-uplc monomer,nan
716,bio_se-High-Performance Liquid Chromatography,se-uplc monomer,se-uplc monomer,nan
716,bio_Size Exclusion-hplc,se-uplc monomer,se-uplc monomer,nan
716,bio_se-hplc,Size Exclusion-uplc monomer,se-uplc monomer,nan
717,bio_se-High-Performance Liquid Chromatography,size exclusion uplc (se-uplc) monomer,se-uplc monomer,nan
717,bio_Size Exclusion-hplc,size exclusion uplc (se-uplc) monomer,se-uplc monomer,nan
718,bio_se-High-Performance Liquid Chromatography,se-uplc monomer peak,se-uplc monomer,nan
718,bio_Size Exclusion-hplc,se-uplc monomer peak,se-uplc monomer,nan
718,bio_se-hplc,Size Exclusion-uplc monomer peak,se-uplc monomer,nan
741,250195,High-Accuracy Particle Counter equal greater than 25 microns,particulate-matter >= 25-um,nan
758,Capillary Electrophoresis_hplc,cation exchange chromatography acidic peak,cex acidic peaks,nan
758,ce_High-Performance Liquid Chromatography,cation exchange chromatography acidic peak,cex acidic peaks,nan
759,isoelectric_focusing,Isoelectric Focusing Capillary Electrophoresis basic peaks cumulative area,icief basic peaks,nan
