,Analysis,Attribute,parent_class,parent_class_prob
6663,CE_SDS_2,CE-SDS 6 (Reduced) RRT of Unknown Minor peak >= LOQ 1,0,0.99953234
6664,CE_SDS_2,CE-SDS 6 (Reduced) RRT of Unknown Minor peak >= LOQ 2,0,0.9995322
6665,CE_SDS_2,CE-SDS 6 (Reduced) RRT of Unknown Minor peak >= LOQ 3,0,0.99953175
6666,CE_SDS_2,CE-SDS 11 (Reduced) RRT of Unknown Minor Peak >= LOQ2,0,0.9995302
6667,CE_SDS_2,CE-SDS 10 (Reduced) RRT of Unknown Minor Peak >= LOQ1,0,0.9995307
6668,CE_SDS_2,CE-SDS 12 (Reduced) RRT of Unknown Minor Peak >= LOQ3,0,0.999532
6669,CE_SDS,CE-SDS (Non-Reduced) Quantitative Limit,0,0.9995307
6670,CE_SDS,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak>=LOQ3,0,0.9995345
6671,ICIEF,iCIEF (Main Peak) Nivolumab,1,0.9996082
6672,ICIEF,iCIEF (Main Peak) Ipilimumab,1,0.99960405
6673,ISOELECTRIC_FOCUSING,Minor bands,1,0.9990103
6674,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak >= LOQ,0,0.9995364
6675,CE_SDS_2,CE-SDS 8 (Reduced)Unknown Minor peak >= LOQ 3,0,0.9995322
6676,CE_SDS_2,CE-SDS 4 (Reduced) LC,0,0.9995352
6677,CE_SDS_2,CE-SDS 3 (Reduced) HC,0,0.99952924
6678,CE_SDS_2,CE-SDS 6 (Reduced)Unknown Minor peak >= LOQ 1,0,0.99953485
6679,CE_SDS_2,CE-SDS 5 (Reduced) NGHC,0,0.9995322
6680,CE_SDS_2,CE-SDS 7 (Reduced)Unknown Minor peak >= LOQ 2,0,0.99953353
6681,CE_SDS,CE-SDS (Non-reduced) Sum of minor peaks >= LOQ,0,0.9995339
6682,BIO_PROTEIN_CONC_SOLO_VPE,Protein Concentration (A280),6,0.99527466
6683,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak >= LOQ 13,0,0.999537
6684,BIOLOGICAL_ASSAY_2,Potency(Cell Based) Nivolumab,4,0.99817073
6685,PURITY_IMP,Purity (LC),0,0.9964714
6686,BIO_SE-HPLC,SE- HPLC Monomer,2,0.9994448
6687,RP_UPLC,Nivolumab:Relatlimab Protein Ratio (RP-UPLC),2,0.99933136
6688,SDS_PAGE,SDS-PAGE (NR) minor band 1 MW= 181,0,0.9995128
6689,SDS_PAGE,SDS-PAGE (NR) minor band 1 MW= 169,0,0.9995128
6690,PROTEIN_CONCENTRATION_NO_CALC,Protein Concentration percent of initial,6,0.995203
6691,PROTEIN_CONCENTRATION_NO_CALC,Protein Concentration - A280,6,0.9952348
6692,PROTEIN_CONCENTRATION_NO_CALC,Average Protein Concentration,6,0.99518174
6693,POTENCY_PERCENT_OF_INITIAL,Average Percent of Initial,4,0.9952459
6694,POTENCY_PERCENT_OF_INITIAL,Average Potency (% of Initial),4,0.9971675
6695,ELISA,Host Cell Protein (ELISA),4,0.9968905
6696,PROTEIN_CONCENTRATION_NOCALC_2,Protein Concentration - A280,6,0.9952224
6697,ISOELECTRIC_FOCUSING,IEF Major Bands,1,0.99949336
6698,SDS_PAGE,SDS-PAGE  (R) minor band 2 MW = 179,0,0.9995086
6699,SDS_PAGE,SDS-PAGE (NR) minor band 3 MW=169,0,0.99951303
6700,SDS_PAGE,SDS-PAGE  (R) minor band 3 MW = 169,0,0.99950814
6701,CE_SDS,CE-SDS (Non-Reduced) Minor Peak 3 (>=LOQ),0,0.99953616
6702,CE_SDS_2,CE-SDS (Non-Reduced) Unknown Minor Peak  >=LOQ 2,0,0.99953794
6703,CE_SDS_2,CE-SDS (Non-Reduced) Unknown Minor Peak  >=LOQ 1,0,0.9995378
6704,CE_SDS_2,CE-SDS (Non-Reduced) Unknown Minor Peak  >=LOQ 3,0,0.9995377
6705,CE_SDS,CE-SDS (Reduced) Unknown Minor Peak  >=LOQ 3,0,0.9995371
6706,POLYSORBATE_80,Polysorbate 80 (PS80),7,0.9713246
6707,CE_SDS_2,CE-SDS (Reduced) Unknown Minor LMW Peak >= QL 3,0,0.9995369
6708,HPLC,Aniline (LC),2,0.53962874
6709,CE_SDS_2,CE-SDS (Non-reduced) Migration Time of Minor Peak 4,0,0.99953854
6710,CE_SDS_2,CE-SDS (Non-reduced) Migration Time of Minor Peak 2,0,0.99953866
6711,CE_SDS_2,CE-SDS (Non-reduced) Migration Time of Minor Peak 1,0,0.99953794
6712,CE_SDS_2,CE-SDS (Non-reduced) Migration Time of Minor Peak 7,0,0.99953854
6713,CE_SDS_2,CE-SDS (Non-reduced) Migration Time of Minor Peak 6,0,0.99953854
6714,CE_SDS_2,CE-SDS (Non-reduced) Migration Time of Minor Peak 5,0,0.99953806
6715,SDS_PAGE,SDS PAGE (Non=Reduced) Molecular Weight of Minor Band 1,0,0.9995277
6716,BIO_CE-SDS_R,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 1,0,0.99954104
6717,BIO_CE-SDS_NR,CE-SDS (Non-Reduced) Unknown Minor Peak >= LOQ 1,0,0.99954516
6718,CE_SDS_2,CE-SDS (reduced) Unknown Minor HMW Peak >= QL 5,0,0.9995359
6719,CE_SDS_2,CE-SDS (Reduced) Unknown Minor LMW Peak >= QL 6,0,0.9995364
6720,CE_SDS_2,CE-SDS (Reduced) Unknown Minor LMW Peak >= QL 8,0,0.99953544
6721,CE_SDS_2,CE-SDS (reduced) Unknown Minor HMW Peak >= QL 4,0,0.9995369
6722,CE_SDS_2,CE-SDS (reduced) Unknown Minor HMW Peak >= QL 6,0,0.99953663
6723,CE_SDS_2,CE-SDS (reduced) Unknown Minor HMW Peak >= QL 3,0,0.999537
6724,CE_SDS_2,CE-SDS (Reduced) Unknown Minor LMW Peak >= QL 2,0,0.99953675
6725,CE_SDS_2,CE-SDS (Reduced) Unknown Minor LMW Peak >= QL 4,0,0.99953663
6726,CE_SDS_2,CE-SDS (Reduced) Unknown Minor LMW Peak >= QL 7,0,0.9995363
6727,CE_SDS_2,CE-SDS (Reduced) Unknown Minor LMW Peak >= QL 5,0,0.9995358
6728,CE_SDS,CE-SDS (Non-Reduced) Cumulative area for all HMW peaks >= QL,0,0.99953794
6729,CE_SDS_2,CE-SDS (reduced) Unknown Minor LMW Peak >=QL 5,0,0.9995358
6730,CE_SDS_2,CE-SDS (reduced) Unknown Minor LMW Peak >=QL 4,0,0.99953663
6731,CE_SDS_2,CE-SDS (reduced) Unknown Minor LMW Peak >=QL 7,0,0.9995363
6732,CE_SDS_2,CE-SDS (reduced) Unknown Minor LMW Peak >=QL 6,0,0.9995364
6733,CE_SDS,CE-SDS (Non-Reduced) RRT  of Unknown Minor Peak>=LOQ1,0,0.99953425
6734,CE_SDS_2,CE-SDS (Reduced) RRT  of Unknown Minor Peak>=LOQ2,0,0.99953544
6735,CE_SDS_2,CE-SDS (Reduced) RRT  of Unknown Minor Peak>=LOQ1,0,0.9995352
6736,ELISA,Residual Insulin (ELISA),4,0.9975616
6737,SDS_PAGE,SDS-PAGE (Reduced) Molecular Weight of Minor Bands,0,0.9995189
6738,CE_SDS,CGE (Reduced) Unknown minor peak >=LOQ 1,0,0.9995042
6739,CE_SDS,CGE (Reduced) Sum of all Minor Peaks >= LOQ,0,0.9993992
6740,SE_HPLC_2,SE-UPLC (Ides Digest) Sum-Clipped Species,2,0.99945265
6741,SE_HPLC_2,SE-UPLC (Ides Digest) Di-clipped Species,2,0.9994473
6742,SE_HPLC_2,SE-UPLC (Ides Digest) Mono-clipped Species,2,0.99945
6743,CE_SDS_2,CGE (Non-Reduced) LC,0,0.999537
6744,CE_SDS_2,CGE (Non-Reduced) Sum of all Minor Peaks >= LOQ,0,0.9994671
6745,CE_SDS_2,CGE (Non-Reduced) Unknown minor peak >=LOQ 1,0,0.9995148
6746,CE_SDS_2,CE-SDS (Reduced) Minor peak 2 >=LOQ,0,0.99954
6747,SDS_PAGE,SDS-PAGE  (NR) minor band 1 MW = 181,0,0.9995128
6748,CE_SDS,[CE-SDS (Reduced) Unknown Minor Peak >= LOQ 5],0,0.9995338
6749,ICIEF,iCIEF Basic  Peaks Cumulative BMS-936558,1,0.9996132
6750,ICIEF,iCIEF Basic Peaks Cumulative Area BMS-986016,1,0.9996176
6751,ICIEF,iCIEF Acidic Peaks Cumulative Area BMS -936558,1,0.9996207
6752,ICIEF,iCIEF Acidic Peaks Cumulative Area  BMS -986016,1,0.9996197
6753,CE_SDS,CE-SDS (Reduced) Number of Minor Peaks >= LOQ,0,0.9995295
6754,BIO_ICIEF,iCIEF Acidic ,1,0.99957436
6755,BIO_ICIEF,iCIEF Basic ,1,0.9995764
6756,BIO_ICIEF,iCIEF Main ,1,0.9995665
6757,POLYSORBATE_80,Polysorbate 80 ,7,0.97165114
6758,CE_SDS,CE-CGE (Non-Reduced) Unknown Minor Peak >= QL 5,0,0.9995105
6759,CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >=LOQ6,0,0.9995378
6760,CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >=LOQ4,0,0.9995382
6761,CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >=LOQ5,0,0.9995378
6762,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak >=LOQ4,0,0.99953747
6763,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak >=LOQ3,0,0.999537
6764,SDS_PAGE,SDS-PAGE  (NR) minor band 3 MW = 158,0,0.9995104
6765,SDS_PAGE,SDS-PAGE (Non-Reduced) MW of Major Band relative to Ref Std,0,0.99952877
6766,SDS_PAGE,SDS-PAGE (Reduced) MW of Light Chain relative to Ref Std,0,0.9995283
6767,SDS_PAGE,SDS-PAGE (Reduced) MW of Heavy Chain relative to Ref Std,0,0.9995276
6768,CE_SDS_2,CE-SDS (Non-Reduced) Unknown Minor Peak < LOQ 3,0,0.9995378
6769,SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=168,0,0.9995121
6770,CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak  4,0,0.99953604
6771,CE_SDS,CE-SDS (Non-Reduced) Minor Peak RRT 3 >= LOQ,0,0.99953926
6772,BIO_CE-SDS_R,CGE (Reduced) Purity,0,0.999521
6773,BIO_CE-SDS_R,CGE (Reduced) LC,0,0.9995271
6774,BIO_CE-SDS_R,CE-SDS (R) HC [CGE (Reduced) HC] / 2,0,0.99952126
6775,BIO_CE-SDS_NR,CGE (Non-reduced) Purity,0,0.99953544
6776,CE_SDS,CE-SDS (Non-Reduced) Minor Peaks4 (>LOQ),0,0.99953616
6777,CE_SDS,CE-SDS (Non-Reduced) Minor Peaks1 (>LOQ),0,0.9995376
6778,CE_SDS,CE-SDS (Non-Reduced) Minor Peaks2 (>LOQ),0,0.9995376
6779,CE_SDS,CE-SDS (Non-Reduced) Minor Peaks5 (>LOQ),0,0.99953604
6780,CE_SDS,CE-SDS (Non-Reduced) Minor Peaks3 (>LOQ),0,0.9995365
6781,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak 2>=LOQ,0,0.99953616
6782,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak 4>=LOQ,0,0.9995364
6783,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak 3>=LOQ,0,0.9995365
6784,CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak 4>=LOQ,0,0.9995371
6785,CE_SDS,CGE (Non-Reduced)  Purity (ADC Main Peak),0,0.99953353
6786,CE_SDS_2,CE-SDS (Non-Reduced) Minor Peak >= QL 4,0,0.9995388
6787,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak4 RRT >=LOQ,0,0.99953663
6788,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak3 RRT >=LOQ,0,0.999537
6789,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak5 RRT >=LOQ,0,0.9995359
6790,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak1 RRT >=LOQ,0,0.9995365
6791,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak2 RRT >=LOQ,0,0.9995365
6792,CE_SDS_2,CE-SDS (Non-reduced) Minor Peaks 6 >LOQ,0,0.9995357
6793,CE_SDS,CE-SDS (Reduced) Minor Peaks 5 >=LOQ,0,0.99953294
6794,CE_SDS,CE-SDS (Reduced) Minor Peaks 4 >=LOQ,0,0.9995333
6795,CE_SDS,CE-SDS (Reduced)  Minor Peak >= QL 3,0,0.99953973
6796,CE_SDS,CE-SDS (Reduced)  Minor Peak >= QL 2,0,0.9995396
6797,PROTEIN_CONCENTRATION, Protein Concentration (A280) Nivolumab,6,0.99521756
6798,PROTEIN_CONCENTRATION_NO_CALC,Protein Concentration:A280,6,0.9952448
6799,PROTEIN_CONCENTRATION_NOCALC_2,Protein Concentration (A280) LAG3,6,0.9952231
6800,PARTICULATE_MATTER_MICROSCOPY,Particulate Matter >= 10 micrometers,3,0.992255
6801,PARTICULATE_MATTER_MICROSCOPY,Subvisible Particulate Matter>=5 and <10 micrometer,3,0.9922965
6802,CE_SDS_2,CE-SDS 6 (result) [CE-SDS (R) - RRT of minor peak >= LOQ],0,0.99952245
6803,CE_SDS,CE-SDS (Non-Reduced) Minor Peak RRT1,0,0.9995338
6804,CE_SDS,CE-SDS (Non-Reduced) Minor Peak RRT2,0,0.99953413
6805,CE_SDS,CE-SDS (Non-Reduced) Minor Peak RRT3,0,0.99953294
6806,SDS_PAGE,SDS-PAGE (Non-Reduced) Molecular Weight of  Minor Band 1,0,0.999524
6807,SDS_PAGE,NuPAGE Reduced Non-main band MW 73 kDa,0,0.9994253
6808,SDS_PAGE,NuPAGE Reduced Non-main band MW 105 kDa,0,0.99942565
6809,SDS_PAGE,Nu-PAGE Reduced Non-main band MW 76 kDa,0,0.9993875
6810,SDS_PAGE,Nu-Page Reduced Non-main band MW      115  kD,0,0.9994147
6811,SDS_PAGE,Nu-Page Reduced Non-main band MW   78      kD,0,0.99940753
6812,CE_SDS,CE-SDS (Non-reduced) Minor Peak NGHC >LOQ,0,0.9995327
6813,CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak >= QL ,0,0.99953496
6814,CE_SDS_2,CE-SDS (Reduced) Sum of all minor peaks >= QL 1,0,0.9995316
6815,BIO_ICIEF,iCIEF Sum of Acidic Peaks (A% of Acidic Group),1,0.99961543
6816,BIO_ICIEF,iCIEF Main Peak A%,1,0.99960846
6817,BIO_ICIEF,iCIEF Sum of Basic Peaks (A% of Basic Group),1,0.999613
6818,CE_SDS_2,CE-SDS (NR) Sum of Minor Peaks >=QL,0,0.99950373
6819,CE_SDS,CE-SDS (R) Minor Peak >=QL,0,0.9995289
6820,CE_SDS,CE-SDS (R) Sum of Minor Peaks >=QL,0,0.99950457
6821,CE_SDS_2,CE-SDS (Reduced) Minor peak 3 >=LOQ,0,0.99953985
6822,CE_SDS_2,CE-SDS (Reduced) Minor peak 4 >=LOQ,0,0.9995401
6823,SDS_PAGE,Nu-PAGE Reduced Non-main band MW 125 kDa,0,0.9993599
6824,SDS_PAGE,Nu-PAGE Reduced Non-main band MW 34 kDa,0,0.9993918
6825,SDS_PAGE,Nu-PAGE Reduced Non-main band MW 89 kDa,0,0.99939585
6826,CE_SDS_2,CGE (Reduced) Unknown Minor Peak >= DL 11,0,0.999498
6827,BIO_CE-SDS_NR,CE-SDS (Non-Reduced) minor peak x >=LOQ,0,0.9995453
6828,PARTICULATE_MATTER_3,Particluate Matter (MFI) >= 25micrometers,3,0.99216616
6829,ELISA_BINDING_2,Potency by ELISA Binding,4,0.99822503
6830,CE_SDS_2,CE-SDS (Reduced) Minor Peak4 (>LOQ),0,0.99953616
6831,CE_SDS_2,CE-SDS (Reduced) Minor Peak1 (>LOQ),0,0.99953735
6832,CE_SDS_2,CE-SDS (Reduced) Minor Peak3 (>LOQ),0,0.9995363
6833,CE_SDS_2,CE-SDS (Reduced) Minor Peak2 (>LOQ),0,0.999537
6834,RP_UPLC,Protein ratio (Nivolumab/LAG3),2,0.9992298
6835,PROTEIN_CONCENTRATION,Protein Concentration Day 3,6,0.995067
6836,PROTEIN_CONCENTRATION,Protein Concentration Day 1,6,0.99508226
6837,PROTEIN_CONCENTRATION,Protein Concentration Average,6,0.9950588
6838,PROTEIN_CONCENTRATION,Protein Concentration Day 2,6,0.9950781
6839,ICIEF,pi of the Main Peak,1,0.9995709
6840,PARTICULATE_MATTER_3,Particles >=25 Microns (Concentrate)/2,3,0.991852
6841,PARTICULATE_MATTER_3,Particles >=10-25 Microns (Concentrate)/1,3,0.99181867
6842,PARTICULATE_MATTER_3,Particles >=5-10 Microns (Concentration),3,0.9914014
6843,CE_SDS_2,CE-SDS (R) Unknown Minor Peak >= LOQ 4,0,0.9995196
6844,CE_SDS_2,CE-SDS (R) Unknown Minor Peak >= LOQ 3,0,0.9995197
6845,CE_SDS_2,CE-SDS (R) Unknown Minor Peak >= LOQ 5,0,0.9995172
6846,CE_SDS_2,CE-SDS (R) Unknown Minor Peak >= LOQ 1,0,0.9995197
6847,CE_SDS_2,CE-SDS (R) Unknown Minor Peak >= LOQ 2,0,0.9995203
6848,CE_SDS,CE-SDS (R) Minor Peak 2 >=QL,0,0.9995308
6849,CE_SDS,CE-SDS (R) Minor Peak 1 >=QL,0,0.99952936
6850,CE_SDS,CE-SDS (Reduced)   Minor Peak 4>LOQ,0,0.9995364
6851,CE_SDS,CE-SDS (Reduced) Minor Peak1 >LOQ,0,0.9995376
6852,CE_SDS,CE-SDS (Reduced)   Minor Peak 3>LOQ,0,0.9995358
6853,CE_SDS,CE-SDS (Reduced)   Minor Peak 2>LOQ,0,0.9995364
6854,CE_SDS,CE-SDS (Reduced)   Minor Peak 5>LOQ,0,0.99953675
6855,BIOASSAY,Potency (Cell Based Biossay),4,0.9981345
6856,SDS_PAGE,Nu-PAGE Reduced Non-main band MW  83 kDa,0,0.99940085
6857,PARTICULATE_MATTER_3,Particulate Matter (MFI) >= 5 and <10 micrometers,3,0.9922172
6858,SDS_PAGE,SDS-PAGE  (R) minor band 1 MW = 150.69,0,0.99950194
6859,SDS_PAGE,SDS-PAGE  (R) minor band 2 MW = 96.97,0,0.99949884
6860,SDS_PAGE,SDS-PAGE  (R) minor band 3 MW = 40.97,0,0.9995005
6861,SDS_PAGE,SDS-PAGE  (R) minor band 4 MW = 33.44,0,0.999509
6862,SDS_PAGE_2,SDS-PAGE (NR) minor band 5 MW = 81.52,0,0.9994974
6863,SDS_PAGE_2,SDS-PAGE (NR) minor band 9 MW = 23.90,0,0.99950135
6864,SDS_PAGE_2,SDS-PAGE (NR) minor band 8 MW = 25.75,0,0.99950016
6865,SDS_PAGE_2,SDS-PAGE (NR) minor band 7 MW = 27.07,0,0.9995049
6866,SDS_PAGE_2,SDS-PAGE (NR) minor band 6 MW = 44.52,0,0.9995003
6867,CE_SDS,CE-SDS 2 (Non-Reduced)Minor Peak 2>=LOQ,0,0.99953806
6868,CE_SDS,CE-SDS 1 (Non-Reduced)Minor  Peak 1>=LOQ,0,0.9995377
6869,CE_SDS,CE-SDS 3 (Reduced)Heavy and Light Chain Combined,0,0.99952865
6870,CE_SDS,CE-SDS (Non-reduced) RRT for Unknown Minor Peak < LOQ 2,0,0.99953556
6871,CE_SDS,CE-SDS (Non-reduced) RRT for Unknown Minor Peak < LOQ 3,0,0.99953556
6872,CE_SDS,CE-SDS (Non-reduced) RRT for Unknown Minor Peak < LOQ 1,0,0.9995357
6873,SE_HPLC,Lonza LIMS ID,2,0.99940336
6874,SE_HPLC,Raw Data Bar Code,2,0.9994375
6875,PH,Lonza LIMS ID,5,0.99749786
6876,PH,Raw Data Bar Code,5,0.99777156
6877,PROTEIN_CONCENTRATION_NO_CALC,Lonza LIMS IS,6,0.9949309
6878,PROTEIN_CONCENTRATION_NO_CALC,Raw Data Bar Code,6,0.9948197
6879,CE_SDS,CE-SDS (Reduced) Minor Peaks )>LOQ),0,0.99952614
6880,ICIEF,Main Peak (% of Peak Area),1,0.99960726
6881,ICIEF,Basic Peaks (% of Peak Area),1,0.9996055
6882,ICIEF,Acidic Peaks (% of Peak Area),1,0.9996068
6883,CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak 4 >= LOQ,0,0.99953735
6884,CE_SDS,CE-SDS (Reduced)Unknown Minor peak 4 >= LOQ,0,0.99953663
6885,CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak 3 >=LOQ,0,0.99953437
6886,CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak 3>= LOQ,0,0.99953747
6887,ICIEF,iCIEF (result) [iCIEF Main Peaks Cumulative Area],1,0.9996112
6888,ICIEF,iCIEF_3 (result) [iCIEF Basic Peaks Cumulative Area],1,0.9996176
6889,ICIEF,iCIEF_2 (result) [iCIEF Acidic Peaks Cumulative Area],1,0.9996197
6890,ICIEF,iCIEF_2 (result) [ iCIEF Acidic Peaks Cumulative Area],1,0.9996197
6891,CE_SDS_2,CE-SDS (reduced) Unknown Minor Peak >=QL 3,0,0.9995357
6892,CE_SDS_4,CGE (NR) RRT of Unknown Minor Peak 3 => QL ,0,0.9994772
6893,CE_SDS_2,CE-SDS (Non-Reduced) Sum of HMW >= LOQ,0,0.9995363
6894,CE_SDS_2,CE-SDS (Reduced) NGHC Area %,0,0.9995334
6895,CE_SDS_2,CE-SDS (Reduced) Sum of Minor Peaks >=LOQ,0,0.99952984
6896,CE_SDS,CE-SDS (Non-reduced) Sum of Minor Peaks >=LOQ,0,0.9995339
6897,CE_SDS,CE-SDS (Non-Reduced) HHL Area %,0,0.999529
6898,PROTEIN_CONCENTRATION_NO_CALC,Protien Concentration (A280) Relatlimab,6,0.9950983
6899,SDS_PAGE_2,SDS-PAGE (NR) minor band 2 MW = 170,0,0.9995009
6900,CE_SDS,CE-SDS (Reduced)Unknown Minor peak 3 >= LOQ 1,0,0.9995365
6901,CE_SDS,CE-SDS (Reduced)Unknown Minor peak 1 >= LOQ 1,0,0.99953616
6902,CE_SDS,CE-SDS (Reduced)Unknown Minor peak 2 >= LOQ 1,0,0.9995363
6903,BIO_ICIEF,Basic Group 2iCIEF Basic Group Cumulative Area Nivolumab,1,0.99957615
6904,BIO_ICIEF,iCIEF Sum of Acidic Peak (Area % of Acidic Group),1,0.9995981
6905,BIO_ICIEF,iCIEF Sum of Basic Peak (Area % of Basic Group),1,0.9996092
6906,CE_SDS_2,CE-SDS (Reduced) Sum of all Minor peaks >= QL,0,0.9995332
6907,ICIEF_2,iCIEF Main Peak Area %,1,0.99960846
6908,ICIEF_2,iCIEF sum of basic Peaks (A% of Basic Group),1,0.9996092
6909,ICIEF_2,iCIEF sum of Acidic Peaks (A% of Acidic Group),1,0.9996132
6910,CE_SDS,CE-SDS (Non-reduced) Sum of all Minor peaks >= QL,0,0.99953616
6911,PARTICULATE_MATTER,Particles >= 5 Microns {Concentrate},3,0.9918996
6912,PARTICULATE_MATTER,Particulates >= 2 Microns (Concentrate),3,0.9915175
6913,CE_SDS,CE-SDS (Reduced)RRT of Unknown Minor peak >= LOQ 8,0,0.9995321
6914,CE_SDS,CE-SDS (Reduced)RRT of Unknown Minor peak >= LOQ 7,0,0.99953234
6915,CE_SDS,CE-SDS (Reduced)RRT of Unknown Minor peak >= LOQ 9,0,0.9995321
6916,CE_SDS,CE-SDS (Non-Reduced) unknown imp RRT 2.01,0,0.9995388
6917,CE_SDS,CE-SDS (Reduced) Minor Peak 3  >LOQ,0,0.9995358
6918,CE_SDS_2,CGE (reduced) Sum of Minor Peaks>QL,0,0.9994874
6919,CE_SDS_2,CE-SDS 2 (Reduced) Sum of minor peaks >= LOQ,0,0.9995271
6920,CE_SDS_2,CE-SDS 9 (Reduced)Unknown Minor peak >= LOQ 4,0,0.9995326
6921,PROTEIN_CONCENTRATION_NO_CALC,Protein Concentration (A280) for Potency Determination,6,0.994497
6922,CE_SDS_2,CE-SDS (Non-Reduced) minor peak >=LOQ 1,0,0.99954
6923,CE_SDS_2,CE-SDS (Non-Reduced) minor peak >=LOQ 3,0,0.99953985
6924,CE_SDS_2,CE-SDS (Non-Reduced) minor peak >=LOQ 2,0,0.9995401
6925,CE_SDS,CE-SDS (Reduced) minor peak >=LOQ 1,0,0.99954
6926,PARTICULATE_MATTER_2,Particulate Matter (HIAC) >= 3 micrometersncentrate),3,0.99220043
6927,PARTICULATE_MATTER,Particles with diameter >= 3 micronstrate),3,0.99170953
6928,CE_SDS_2,CE-SDS (Reduced) RRT for Unknown Minor LMW Peak >= QL 1,0,0.999537
6929,CE_SDS_2,CE-SDS (Reduced) RRT for Unknown Minor HMW Peak >= QL 1,0,0.9995364
6930,CE_SDS,CE-SDS (Non-Reduced) RRT for Unknown Minor LMW Peak >= QL 6,0,0.9995371
6931,CE_SDS,CE-SDS (Non-Reduced) RRT for Unknown Minor LMW Peak >= QL 4,0,0.9995377
6932,CE_SDS,CE-SDS (Non-Reduced) RRT for Unknown Minor LMW Peak >= QL 3,0,0.99953735
6933,CE_SDS,CE-SDS (Non-Reduced) RRT for Unknown Minor LMW Peak >= QL 2,0,0.9995376
6934,CE_SDS,CE-SDS (Non-Reduced) RRT for Unknown Minor LMW Peak >= QL 1,0,0.99953747
6935,CE_SDS,CE-SDS (Non-Reduced) RRT for Unknown Minor HMW Peak >= QL 1,0,0.9995372
6936,CE_SDS,CE-SDS (Non-Reduced) RRT for Unknown Minor LMW Peak >= QL 5,0,0.99953735
6937,SDS_PAGE,[SDS-PAGE Additional Bands > 2% (Reduced),0,0.999519
6938,RP_HPLC,RP HPLC unPEGylated FGF21,2,0.99942833
6939,PROTEIN_CONCENTRATION_NO_CALC,Dilution Protein Concentration,6,0.9951556
6940,CE_SDS,CE-SDS (Reduced) Minor Peak 2 (>=LOQ),0,0.9995378
6941,CE_SDS,CE-SDS (Non-Reduced) Minor Peak 4 (>=LOQ),0,0.999537
6942,CE_SDS,CE-SDS (Reduced) Minor Peak 1 (>=LOQ),0,0.99953794
6943,CE_SDS,CE-SDS (Reduced) Minor Peak 3 (>=LOQ),0,0.99953735
6944,CE_SDS,CE-SDS (Non-Reduced) Minor Peak 5 (>=LOQ),0,0.99953675
6945,SDS_PAGE_2,SDS-PAGE (NR) minor band 3 MW = 162.14,0,0.9995017
6946,SDS_PAGE_2,SDS-PAGE (NR) minor band 7 MW = 44.99,0,0.9995024
6947,SDS_PAGE_2,SDS-PAGE (NR) minor band 8 MW = 27.00,0,0.99950194
6948,SDS_PAGE_2,SDS-PAGE (NR) minor band 11 MW = 14.15,0,0.99950004
6949,SDS_PAGE_2,SDS-PAGE (NR) minor band 10 MW = 23.92,0,0.9994968
6950,SDS_PAGE_2,SDS-PAGE (NR) minor band 4 MW = 128.33,0,0.99950314
6951,SDS_PAGE_2,SDS-PAGE (NR) minor band 2 MW = 172.35,0,0.9994987
6952,SDS_PAGE_2,SDS-PAGE (NR) minor band 5 MW = 81.51,0,0.99949634
6953,SDS_PAGE_2,SDS-PAGE (NR) minor band 9 MW = 25.68,0,0.99949956
6954,SDS_PAGE_2,SDS-PAGE (NR) minor band 6 MW = 52.08,0,0.9994967
6955,SDS_PAGE,SDS-PAGE (R) minor band 3 MW = 40.51,0,0.99950385
6956,SDS_PAGE,SDS-PAGE (R) minor band 1 MW = 148.11,0,0.9995035
6957,SDS_PAGE,SDS-PAGE (R) minor band 2 MW = 95.61,0,0.9994998
6958,SDS_PAGE,SDS-PAGE (R) minor band 4 MW = 32.96,0,0.99950325
6959,CE_SDS_2,CE-SDS (Non-Reduced) Minor Peak 1 >=LOQ,0,0.99953926
6960,CE_SDS_2,CE-SDS (Non-Reduced) Minor Peak 3 >=LOQ,0,0.99953914
