Analysis,Attribute,parent_class,parent_class_prob,child_class,child_class_prob,predicted_class
ELISA_2,Relative Potency by Target Binding ELISA (of Reference Stand,4,0.99926215,1,0.9993722,potency by cell-based bioassay
BIO_SE-HPLC,SE-HPLC Aggregates,2,0.9993279,4,0.38612002,se-hplc monomer
CE_SDS,CE SDS (Non-Reduced) Monomer,0,0.9996031,2,0.99942136,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-Reduced) Migration Time of Minor Peak 5,0,0.9996051,2,0.82453775,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Red.) Rel. Retention Time: Undefined Peak_13 >=LOQ,0,0.9995685,1,0.6742389,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Red.) Rel. Retention Time: Undefined Peak_11 >=LOQ,0,0.99956745,1,0.6742389,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Red.) Rel. Retention Time: Undefined Peak_10 >=LOQ,0,0.99956447,1,0.6742389,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Red.) Rel. Retention Time: Undefined Peak_9 >=LOQ,0,0.99956936,1,0.6742389,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Red.) Rel. Retention Time: Undefined Peak_12 >=LOQ,0,0.99956936,1,0.6742389,ce-sds (non-reduced) hhl
CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >=LOQ4,0,0.9995981,2,0.9681372,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >=LOQ2,0,0.9995982,2,0.9343617,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >=LOQ3,0,0.9995977,2,0.9515022,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >=LOQ6,0,0.9995983,2,0.95867044,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak >=LOQ5,0,0.99959713,2,0.98234874,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak RRT >=LOQ3,0,0.9996044,2,0.97769564,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak RRT >=LOQ4,0,0.9996051,2,0.9279821,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak RRT >=LOQ2,0,0.9996051,2,0.7295388,ce-sds (non-reduced) purity
CE_SDS,RRT~ 2.044,0,0.9995034,2,0.8547231,ce-sds (non-reduced) purity
CE_SDS,RRT~ 1.776,0,0.99949205,2,0.8547231,ce-sds (non-reduced) purity
CE_SDS,RRT~ 2.566,0,0.99949753,2,0.8547231,ce-sds (non-reduced) purity
CE_SDS,RRT~ 1.996,0,0.9995043,2,0.8547231,ce-sds (non-reduced) purity
CE_SDS,RRT~ 1.405,0,0.99951446,2,0.8547231,ce-sds (non-reduced) purity
ICIEF,total number of peaks with pl range of 5.85-7.40,1,0.99963117,2,0.9998919,ief basic peaks
SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of MInor  Band,0,0.9996069,4,0.999912,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (NR) minor band 4 MW =144,0,0.99959344,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,NuPAGE Reduced Non-main band MW 74 kDa,0,0.9995321,4,0.9999877,sds-page (non-reduced) purity
SDS_PAGE,NuPAGE Reduced Non-main band MW  77 kDa,0,0.9995351,4,0.9999877,sds-page (non-reduced) purity
SDS_PAGE,NuPAGE Reduced Non-main band MW  111kDa,0,0.9995517,4,0.9999597,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (Reduced) Minor  Band 1,0,0.99960214,5,0.6480961,sds-page (reduced) purity
SDS_PAGE,SDS-PAGE (Reduced) Minor  Band 2,0,0.999603,5,0.6480961,sds-page (reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=138,0,0.9995877,4,0.9997539,sds-page (non-reduced) purity
PROTEIN_CONCENTRATION_A280,Average Protein Concentration,6,0.99776363,1,1.0,protein concentration (a280)
BIO_PROTEIN_CONCENTRATION,Protein Concentration: A280,6,0.9978483,1,1.0,protein concentration (a280)
POTENCY_PERCENT_OF_INITIAL,Potency  (% of Initial),4,0.9964923,1,0.99985504,potency by cell-based bioassay
PROTEIN_CONCENTRATION_NO_CALC,A280 Concentration,6,0.99782556,1,1.0,protein concentration (a280)
PROTEIN_CONCENTRATION_NO_CALC,Total Protein Concentration (A280),6,0.9978551,1,1.0,protein concentration (a280)
PROTEIN_CONCENTRATION_NOCALC_3,Protein Concentration (A280) Nivolumab,6,0.9978617,1,1.0,protein concentration (a280)
PROTEIN_CONCENTRATION_NOCALC_2,Protein Concentration (A280) Ipilimumab,6,0.99790156,1,1.0,protein concentration (a280)
PROTEIN_CONCENTRATION_NOCALC_3,Protein Concentration (A280) Relatlimab,6,0.9978834,1,1.0,protein concentration (a280)
PROTEIN_CONCENTRATION_NOCALC_2,Protein Concentration (A280) Nivolumab,6,0.997886,1,1.0,protein concentration (a280)
PROTEIN_CONCENTRATION,Protein Concentration,6,0.997799,1,1.0,protein concentration (a280)
SDS_PAGE,SDS-PAGE Additional Bands > 2 % (Non-Reduced),0,0.9995796,4,0.99963176,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE Additional Bands > 2 % (Reduced),0,0.9995789,5,0.8428588,sds-page (reduced) purity
PROTEIN_CONCENTRATION_NOCALC_2,Protein Concentration:  A280,6,0.9978694,1,1.0,protein concentration (a280)
PROTEIN_CONCENTRATION_NOCALC_2,Protein Concentration (A280) anti-Lag3 ,6,0.9978498,1,1.0,protein concentration (a280)
PROTEIN_CONCENTRATION,Protein Concentration: A280,6,0.9978308,1,1.0,protein concentration (a280)
ISOELECTRIC_FOCUSING,IEF Bands: pl Range 6.0 - 7.4,1,0.9996257,2,0.7728067,ief basic peaks
ISOELECTRIC_FOCUSING,IEF Prominent Bands: pI range 4.5-5.2,1,0.99963343,2,0.69146746,ief basic peaks
ISOELECTRIC_FOCUSING,IEF Bands: pI range 4.3-5.6,1,0.99960774,2,0.7656912,ief basic peaks
PROTEIN_CONTENT_NO_CALC,Protein Concentration A280,6,0.9977496,1,1.0,protein concentration (a280)
BIO_PROTEIN_CONCENTRATION,Total Protein Concentration (A280),6,0.9978371,1,1.0,protein concentration (a280)
PROTEIN_CONCENTRATION_NO_CALC,Protein Concentration (A280) Ipilimumab,6,0.9979085,1,1.0,protein concentration (a280)
PROTEIN_CONCENTRATION_NO_CALC,Protein Concentration (A280),6,0.99785453,1,1.0,protein concentration (a280)
PROTEIN_CONCENTRATION,Protein Concentration: A280 (Result),6,0.9978358,1,1.0,protein concentration (a280)
PARTICULATE_MATTER_MICROSCOPY,Microflow imaging >=5 micrometer particle,3,0.99840945,1,0.59852344,particulate-matter >= 10-um
ISOELECTRIC_FOCUSING,IEF bands pI range 6.0-7.4,1,0.99962175,2,0.6613108,ief basic peaks
SDS_PAGE,Nu PAGE Reduced Non main band MW 79 kDa,0,0.99953556,4,0.99999917,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of All Minor Band 2,0,0.9996055,4,0.9999776,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=136,0,0.99958974,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of All Minor Band 3,0,0.9996043,4,0.9999776,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=160,0,0.9995896,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of All Minor Band 1,0,0.9996045,4,0.9999776,sds-page (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) Migration Time of Minor Peak 2 >= LOQ,0,0.9995994,2,0.6795725,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) Total LMW,0,0.9996039,2,0.6023414,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) Total HMW,0,0.99960464,2,0.7497044,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Total LMW,0,0.9996044,2,0.95127213,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Purity (Main Peak)  ,0,0.99960476,2,0.8862091,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Total HMW,0,0.9996043,2,0.97661054,ce-sds (non-reduced) purity
SDS_PAGE,Nu-PAGE Reduced Non-main band MW 78 kDa,0,0.99956053,4,0.99999917,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (NR) minor band 3 MW =178,0,0.9995881,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (NR) minor band 2 MW =181,0,0.9995882,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (NR) minor band 5 MW =135,0,0.9995912,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (NR) minor band 4 MW =142,0,0.9995889,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (R) minor band 3 MW =37,0,0.9995908,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (NR) minor band 6 MW =88,0,0.99959594,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (R) minor band 4 MW =15,0,0.9995944,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (R) minor band 2 MW =42,0,0.9995919,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (NR) minor band 8 MW =13,0,0.99958986,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (R) minor band 2 MW = 176,0,0.9995951,4,0.6073275,sds-page (non-reduced) purity
SE_HPLC,HMW,2,0.9995022,2,0.88291675,se-hplc hmw
SE_HPLC,LMW,2,0.9994979,3,0.74210423,se-hplc lmw
RP_HPLC,Result,2,0.99942786,1,0.9999987,rp-hplc purity
CE_SDS,CE-SDS (Non-Reduced) Minor peak 2 >= LOQ,0,0.9996014,2,0.9984621,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (R) Sum of Minor peaks >= LOQ,0,0.99958974,3,0.6348418,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 13,0,0.99959713,2,0.68491685,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 11,0,0.99959606,2,0.68491685,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 12,0,0.99959666,2,0.68491685,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 14,0,0.99959666,2,0.68491685,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) Unknown Minor Peak >= LOQ 15,0,0.99959713,2,0.68491685,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peak 6 >LOQ,0,0.999603,3,0.7140792,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peak 7 >LOQ,0,0.9996044,3,0.7140792,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 2,0,0.99960047,2,0.9996182,ce-sds (non-reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecualr Weight of Minor Band 3,0,0.999602,4,0.99990845,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecualr Weight of Minor Band 8,0,0.999605,4,0.99990845,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Molecualr Weight of Minor Band 1,0,0.99959856,5,0.8047874,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Molecualr Weight of Minor Band 5,0,0.99959975,5,0.8047874,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecualr Weight of Minor Band 4,0,0.9996037,4,0.99990845,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Molecualr Weight of Minor Band 4,0,0.9995994,5,0.8047874,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecualr Weight of Minor Band 6,0,0.99960405,4,0.99990845,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Molecular Weight of Minor Band 6,0,0.9996024,5,0.74097216,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Molecualr Weight of Minor Band 3,0,0.9995983,5,0.8047874,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Molecualr Weight of Minor Band 2,0,0.9995999,5,0.8047874,sds-page (reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecualr Weight of Minor Band 1,0,0.99960274,4,0.99990845,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecualr Weight of Minor Band 7,0,0.9996045,4,0.99990845,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecualr Weight of Minor Band 5,0,0.9996037,4,0.99990845,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Non-Reduced) Molecualr Weight of Minor Band 2,0,0.99960357,4,0.99990845,sds-page (non-reduced) purity
SDS_PAGE,SDS PAGE (Reduced) Molecualr Weight of Minor Band 7,0,0.99960107,5,0.8047874,sds-page (reduced) purity
SDS_PAGE,Nu PAGE Reduced Non main band MW 76 kDa,0,0.9995503,4,0.99999917,sds-page (non-reduced) purity
SDS_PAGE,Nu-Page Reduced Non-main band MW 109 kD,0,0.99957603,4,1.0,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (R) minor band 3 MW = 28,0,0.99959224,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 3 MW=28,0,0.99958926,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (R) minor band 2 MW = 166,0,0.9995908,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE  (R) minor band 1 MW = 177,0,0.99959534,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of Minor  Band,0,0.9996069,4,0.99997365,sds-page (non-reduced) purity
CE_SDS,CE-SDS (Reduced) Relative Migration Time Minor Peak 9,0,0.9996024,1,0.9576444,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Reduced) Relative Migration Time Minor Peak 8,0,0.9996012,1,0.9576444,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Reduced) Minor Peaks >LOQ,0,0.9996031,3,0.6058092,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peak2 (>=LOQ),0,0.9996008,2,0.5411445,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Reduced) % NGHC Purity,0,0.9996038,3,0.86576945,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced) %  Purity,0,0.9995957,3,0.83008456,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peak4 (>=LOQ),0,0.99959975,2,0.6673277,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 3,0,0.9995994,2,0.9996182,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 9,0,0.99960035,2,0.9996182,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 6,0,0.9996,2,0.9996182,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 10,0,0.9995888,2,0.9996182,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 5,0,0.99959856,2,0.9996182,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 4,0,0.9996001,2,0.9996182,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 8,0,0.99959916,2,0.9996182,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced)Unknown Minor peak >= LOQ 7,0,0.9996008,2,0.9996182,ce-sds (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 6 MW=88,0,0.99959594,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 4 MW=175,0,0.9995902,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (R) minor band 2 MW=41,0,0.9995913,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 7 MW=37,0,0.99959046,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (R) minor band 3 MW=15,0,0.9995921,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (Reduced) Purity of Minor Band 3,0,0.9996057,4,0.5420618,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 5 MW=144,0,0.9995938,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (R) minor band 1 MW=45,0,0.9995946,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 3 MW=182,0,0.9995863,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 8 MW=12,0,0.9995931,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of Minor Band 9,0,0.99960834,4,0.99997365,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=186,0,0.9995908,4,0.9997539,sds-page (non-reduced) purity
PARTICULATE_MATTER_MICROSCOPY,Particulate Matter_3>=10-25 micrometers,3,0.9984133,2,0.49996006,particulate-matter >= 25-um
PARTICULATE_MATTER_MICROSCOPY,Particulate Matter_2>=5-10micrometers,3,0.9984143,2,0.51599354,particulate-matter >= 25-um
POLYSORBATE_80,PS-80,7,0.99759287,1,1.0,polysorbate 80
PARTICULATE_MATTER_MICROSCOPY,Particulate Matter >= 10 um,3,0.9983846,2,0.9707445,particulate-matter >= 25-um
PARTICULATE_MATTER_MICROSCOPY,Particulate Matter >= 5 and < 10 um,3,0.9983872,2,0.98015183,particulate-matter >= 25-um
PARTICULATE_MATTER_MICROSCOPY,Particulate Matter >= 25 um,3,0.9983882,2,0.9707445,particulate-matter >= 25-um
SDS_PAGE,SDS-PAGE  (NR) minor band 4 MW = 139,0,0.9995915,4,0.9997539,sds-page (non-reduced) purity
PARTICULATE_MATTER_2,articulate Matter (HIAC) >= 10 micrometers,3,0.9984036,1,0.7885901,particulate-matter >= 10-um
SDS_PAGE,Nu-Page Reduced Non-main band MW 81 kD,0,0.99956375,4,1.0,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (Reduced) Additional Band >2%,0,0.99959487,5,0.8061109,sds-page (reduced) purity
SDS_PAGE,SDS-PAGE (Non-Reduced) Additional Band >2%,0,0.9995957,4,0.9996105,sds-page (non-reduced) purity
PROTEIN_CONCENTRATION,Protein Concentration (A280),6,0.9978403,1,1.0,protein concentration (a280)
RP_HPLC,RP-HPLC Concentration,2,0.9993742,1,1.0,rp-hplc purity
PROTEIN_CONCENTRATION_NO_CALC,Protein Concentration (% of initial),6,0.99786025,1,1.0,protein concentration (a280)
PROTEIN_CONCENTRATION,Protein Concentration: A280 (result),6,0.9978358,1,1.0,protein concentration (a280)
BIO_PROTEIN_CONCENTRATION,Nivolumab Concentration,6,0.997771,1,1.0,protein concentration (a280)
BIO_PROTEIN_CONCENTRATION,Protein Concentration (Solo VPE),6,0.9978224,1,1.0,protein concentration (a280)
BIO_PROTEIN_CONCENTRATION,Ipilimumab Concentration,6,0.9977424,1,1.0,protein concentration (a280)
SDS_PAGE,Nu-PAGE Reduced Non-main band MW  34 kDa,0,0.9995592,4,0.99999917,sds-page (non-reduced) purity
CE_SDS,CE-SDS (Reduced) unknown imp RRT 1.43,0,0.9996,2,0.6801299,ce-sds (non-reduced) purity
SE_HPLC_3,SEC-HPLC Cumulative Aggregate,2,0.99947184,3,0.55576444,se-hplc lmw
SDS_PAGE,Nu=PAGE Reduced Non-main band MW  110 kDa,0,0.9995295,4,0.99999917,sds-page (non-reduced) purity
SDS_PAGE,Nu-PAGE Reduced Non main Band MW 32 kDa,0,0.99956137,4,0.99999917,sds-page (non-reduced) purity
SDS_PAGE,NuPAGE Reduced Non-main band MW 79 kDa,0,0.99952734,4,0.9999877,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 4 MW=145,0,0.9995933,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (R) minor band 1 MW=32,0,0.99959403,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 5 MW=162,0,0.999592,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 4 MW=165,0,0.9995912,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 6 MW=139,0,0.9995926,4,0.9997539,sds-page (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) RRT of Minor Peak 6 RRT >= LOQ,0,0.9995944,2,0.9712687,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) Minor Peak 6 >= LOQ,0,0.9995981,3,0.7140792,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak < LOQ 4,0,0.9996024,2,0.988881,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Reduced) RRT of Unknown Minor Peak < LOQ 5,0,0.99960166,2,0.988881,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak >= LOQ 11,0,0.99960047,2,0.99650586,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak >= LOQ 12,0,0.9996013,2,0.99650586,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Reduced) Unknown Minor Peak>=LOQ 4,0,0.99959713,2,0.68491685,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Reduced) Unknown Minor Peak>=LOQ 5,0,0.99959666,2,0.68491685,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Unknown Minor Peak>=LOQ1,0,0.99960333,1,0.91271895,ce-sds (non-reduced) hhl
CE_SDS,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak>=LOQ2,0,0.9996043,2,0.9982127,ce-sds (non-reduced) purity
CE_SDS,CE-SDS Reduced Based on intensity of the sum of heavy and li,0,0.99958533,3,0.68532866,ce-sds (reduced) purity
CE_SDS_2,CE-SDS Non-Reduced Based on intensity of the major peak,0,0.9995857,2,0.9505457,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Reduced) Unknown Minor Peak>=LOQ 6,0,0.9995975,2,0.68491685,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-Reduced) Unknown Minor Peak>=LOQ 5,0,0.99959856,2,0.99650586,ce-sds (non-reduced) purity
ICIEF,pI of Main Peaks,1,0.99968433,5,0.51522857,icief basic peaks
CE_SDS,CE-SDS (Non-reduced) Unknown Minor Peak >=LOQ 7,0,0.999602,2,0.9969025,ce-sds (non-reduced) purity
CE_SDS,CE-SDS 2 (R) Minor peak,0,0.99959856,3,0.910579,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peaks 3 >=LOQ,0,0.9995974,3,0.6058092,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peaks 1 >=LOQ,0,0.9995993,3,0.6058092,ce-sds (reduced) purity
CE_SDS,CE-SDS (Reduced) Minor Peaks 2 >=LOQ,0,0.9995969,3,0.6058092,ce-sds (reduced) purity
CE_SDS_2,CE-SDS  (Non-reduced) Limit of Quantitation,0,0.99960524,2,0.9998702,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced) Minor Peaks 5 >LOQ,0,0.9996045,2,0.99970067,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced) Minor Peaks 2 >LOQ,0,0.99960417,2,0.99970067,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced) Minor Peaks 1 >LOQ,0,0.99960595,2,0.99970067,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced) Minor Peaks 3 >LOQ,0,0.99960524,2,0.99970067,ce-sds (non-reduced) purity
CE_SDS_2,CE-SDS (Non-reduced) Minor Peaks 4 >LOQ,0,0.9996056,2,0.99970067,ce-sds (non-reduced) purity
SDS_PAGE,SDS-PAGE  (NR) minor band 2 MW = 160,0,0.9995895,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=29,0,0.9995894,4,0.9997539,sds-page (non-reduced) purity
SDS_PAGE,((SDS-PAGE (R) minor band 1 MW=),0,0.99958724,4,0.6073275,sds-page (non-reduced) purity
SDS_PAGE,((SDS-PAGE (R) minor band 2 MW=),0,0.9995876,4,0.6073275,sds-page (non-reduced) purity
CE_SDS,CE-SDS (Non-Reduced) Number of Minor Peaks(>LOQ),0,0.9996068,2,0.99999917,ce-sds (non-reduced) purity
SDS_PAGE,SDS-PAGE (NR) minor band 3 MW=161,0,0.99959034,4,0.9997539,sds-page (non-reduced) purity
BIO_CE-SDS_NR,CE-SDS (NR) RRT of Unknown Minor Peak >=LOQ 4,0,0.99957114,2,0.9999999,ce-sds (non-reduced) purity
CE_SDS_4,CGE (NR) Unknown Minor Peak 5 >= QL,0,0.99949884,1,0.99970347,ce-sds (non-reduced) hhl
CE_SDS_4,CGE (NR) Unknown Minor Peak 6 >= QL,0,0.99949706,1,0.99970347,ce-sds (non-reduced) hhl
BIO_CE-SDS_R,CE-SDS (R) Purity [CE-SDS (Reduced) Purity],0,0.999595,3,0.99999833,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (Reduced) Cumulative area for all HMW peaks >= QL,0,0.99959713,1,0.91401404,ce-sds (non-reduced) hhl
CE_SDS_2,CE-SDS (Reduced) Cumulative area for all LMW peaks >= QL,0,0.99960095,1,0.93010604,ce-sds (non-reduced) hhl
CE_SDS_2,CE-SDS (Reduced) Purity (HC+LC),0,0.9996056,3,0.9997335,ce-sds (reduced) purity
CE_SDS_2,CE-SDS (Reduced) Unknown Minor LMW Peak >= QL 1,0,0.9996013,1,0.9999776,ce-sds (non-reduced) hhl
CE_SDS,CGE (Non-Reduced) F(ab)2,0,0.9996062,2,0.9955876,ce-sds (non-reduced) purity
ICIEF,iCIEF Basic Peak,1,0.99972945,5,0.8820921,icief basic peaks
ICIEF,iCIEF Acidic Peak,1,0.99973184,4,0.94216704,icief acidic peaks
CE_SDS,CE-SDS (Non-Reduced)  Purity of major peak,0,0.9996024,2,0.99997485,ce-sds (non-reduced) purity
CE_SDS,CE-SDS (Reduced) Purity of heavy and light chain  peaks,0,0.9995963,3,0.99983275,ce-sds (reduced) purity
BIOLOGICAL_ASSAY,Cell-based Bioassay,4,0.9992605,1,1.0,potency by cell-based bioassay
SDS_PAGE_2,Half antibody,0,0.9993919,5,0.6632804,sds-page (reduced) purity
SDS_PAGE_2,Non-Reduced SDS-PAGE based on intensity of major band,0,0.99958974,4,0.99997866,sds-page (non-reduced) purity
SDS_PAGE,Red. SDS-PAGE sum of heavy & light chain band intensities,0,0.9995784,5,0.99962175,sds-page (reduced) purity
